PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\002-11-2025\100PPMCH4-TR1, Position 1, RGA PrismaPro A 200 47505932, 002-11-2025 16'54'02.isi
02/11/2025 16:54:02
SensorID:  RGA PrismaPro A 200 47505932
26 Bins
467 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	16_amu_(Methane)	18_amu_(Water)	28_amu_(Nitrogen)	32_amu_(Oxygen)	44_amu_(CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11
50.089	1739289292.243	02/11/2025_16:54:52.243	1	3	1.470557436e-05	3.499704917e-06	1.340998756e-09	1.560755136e-10	2.019385903e-08	4.453623248e-09	8.103253311e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
50.326	1739289292.480	02/11/2025_16:54:52.480	1	3	1.470076677e-05	3.488993116e-06	1.342284506e-09	1.560021973e-10	2.023156576e-08	4.456027547e-09	8.171113092e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
50.563	1739289292.717	02/11/2025_16:54:52.717	1	3	1.475851514e-05	3.455721753e-06	1.349734102e-09	1.569553237e-10	2.022575885e-08	4.454059344e-09	8.334458991e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
50.799	1739289292.953	02/11/2025_16:54:52.953	1	3	1.475597037e-05	3.505073437e-06	1.351426193e-09	1.559673224e-10	2.016771106e-08	4.46006343e-09	8.11864638e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
51.036	1739289293.190	02/11/2025_16:54:53.190	1	3	1.466229332e-05	3.412287242e-06	1.342205791e-09	1.564258723e-10	1.997629617e-08	4.462426872e-09	7.658839708e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
51.273	1739289293.427	02/11/2025_16:54:53.427	1	3	1.471167525e-05	3.483645742e-06	1.334898192e-09	1.567359575e-10	2.004971655e-08	4.408367449e-09	7.93902357e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
51.51	1739289293.664	02/11/2025_16:54:53.664	1	3	1.471737323e-05	3.487660251e-06	1.335677124e-09	1.579210512e-10	2.015937817e-08	4.402771925e-09	8.295966344e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
51.747	1739289293.901	02/11/2025_16:54:53.901	1	3	1.472070016e-05	3.414903404e-06	1.331604604e-09	1.54941171e-10	2.00559036e-08	4.429036693e-09	8.191870793e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
51.983	1739289294.137	02/11/2025_16:54:54.137	1	3	1.465769583e-05	3.470318461e-06	1.33673872e-09	1.528950161e-10	2.000785848e-08	4.396643494e-09	8.026937622e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
52.22	1739289294.374	02/11/2025_16:54:54.374	1	3	1.469074414e-05	3.462349014e-06	1.334317434e-09	1.549875644e-10	1.990238019e-08	4.39872494e-09	7.725889373e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
52.457	1739289294.611	02/11/2025_16:54:54.611	1	3	1.465676451e-05	3.462349014e-06	1.337543187e-09	1.532935029e-10	2.006124689e-08	4.415702026e-09	7.846758833e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
52.694	1739289294.848	02/11/2025_16:54:54.848	1	3	1.468879782e-05	3.450425311e-06	1.32831679e-09	1.522284382e-10	2.002934529e-08	4.411841559e-09	8.607415128e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
52.931	1739289295.085	02/11/2025_16:54:55.085	1	3	1.468209939e-05	3.4903303e-06	1.331194488e-09	1.541028971e-10	2.003874044e-08	4.399512754e-09	7.451441374e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
53.167	1739289295.321	02/11/2025_16:54:55.321	1	3	1.474380406e-05	3.468992873e-06	1.332281951e-09	1.552991347e-10	1.994048304e-08	4.418887922e-09	8.046197389e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
53.404	1739289295.558	02/11/2025_16:54:55.558	1	3	1.471078667e-05	3.421456086e-06	1.327029486e-09	1.553136925e-10	2.001434041e-08	4.455564362e-09	8.266890644e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
53.641	1739289295.795	02/11/2025_16:54:55.795	1	3	1.476026682e-05	3.475641734e-06	1.327762233e-09	1.550705397e-10	1.992803433e-08	4.364099748e-09	8.05635593e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
53.878	1739289296.032	02/11/2025_16:54:56.032	1	3	1.469531253e-05	3.505073437e-06	1.323578469e-09	1.524951415e-10	1.991474008e-08	4.428641009e-09	8.43432095e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
54.115	1739289296.269	02/11/2025_16:54:56.269	1	3	1.471387804e-05	3.368107855e-06	1.327814081e-09	1.552149381e-10	2.001296018e-08	4.406812693e-09	7.602126394e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
54.351	1739289296.505	02/11/2025_16:54:56.505	1	3	1.471753876e-05	3.474313871e-06	1.337237543e-09	1.572375286e-10	2.005431377e-08	4.42921344e-09	7.854335238e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
54.588	1739289296.742	02/11/2025_16:54:56.742	1	3	1.469860035e-05	3.42932799e-06	1.34645306e-09	1.544906703e-10	2.019533341e-08	4.442994861e-09	8.31092313e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
54.825	1739289296.979	02/11/2025_16:54:56.979	1	3	1.476582929e-05	3.503738299e-06	1.344900968e-09	1.573029623e-10	2.024538048e-08	4.45453141e-09	8.745084518e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
55.062	1739289297.216	02/11/2025_16:54:57.216	1	3	1.467983202e-05	3.502392019e-06	1.343386624e-09	1.561525353e-10	2.019517886e-08	4.480787741e-09	7.955700335e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
55.299	1739289297.453	02/11/2025_16:54:57.453	1	3	1.476961734e-05	3.475641734e-06	1.33454392e-09	1.572766778e-10	2.008726696e-08	4.483657001e-09	8.071895582e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
55.535	1739289297.689	02/11/2025_16:54:57.689	1	3	1.454970607e-05	3.466331691e-06	1.349159784e-09	1.550375106e-10	2.015811518e-08	4.403719167e-09	7.877777423e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
55.772	1739289297.926	02/11/2025_16:54:57.926	1	3	1.457360941e-05	3.439860166e-06	1.350978107e-09	1.566715507e-10	2.023582013e-08	4.45379067e-09	7.892590227e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
56.009	1739289298.163	02/11/2025_16:54:58.163	1	3	1.463193985e-05	3.458371111e-06	1.352953305e-09	1.566880237e-10	2.019051593e-08	4.455149138e-09	8.142241222e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
56.246	1739289298.400	02/11/2025_16:54:58.400	1	3	1.469423933e-05	3.416212394e-06	1.357142954e-09	1.569851055e-10	2.026431112e-08	4.440078971e-09	7.469158105e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
56.483	1739289298.637	02/11/2025_16:54:58.637	1	3	1.474862347e-05	3.458371111e-06	1.34734135e-09	1.548473155e-10	2.022243528e-08	4.437846979e-09	7.957379547e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
56.719	1739289298.873	02/11/2025_16:54:58.873	1	3	1.47042656e-05	3.493006034e-06	1.353517631e-09	1.545872874e-10	2.026173007e-08	4.428336808e-09	8.036468192e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
56.956	1739289299.110	02/11/2025_16:54:59.110	1	3	1.469274594e-05	3.430646075e-06	1.342111422e-09	1.562691782e-10	2.014604839e-08	4.43771242e-09	8.274755013e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
57.193	1739289299.347	02/11/2025_16:54:59.347	1	3	1.470842017e-05	3.475641734e-06	1.332897015e-09	1.535638838e-10	1.999473476e-08	4.423619693e-09	7.955709008e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
57.43	1739289299.584	02/11/2025_16:54:59.584	1	3	1.474790042e-05	3.457042112e-06	1.322556398e-09	1.573606939e-10	2.010461664e-08	4.422714639e-09	7.897785724e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
57.667	1739289299.821	02/11/2025_16:54:59.821	1	3	1.471913038e-05	3.437228997e-06	1.340456968e-09	1.532046157e-10	2.004312805e-08	4.417302968e-09	7.934922684e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
57.903	1739289300.057	02/11/2025_16:55:00.057	1	3	1.48444733e-05	3.447778226e-06	1.33409539e-09	1.566109881e-10	2.021576329e-08	4.472642701e-09	7.732962708e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
58.14	1739289300.294	02/11/2025_16:55:00.294	1	3	1.471000269e-05	3.478314056e-06	1.32631206e-09	1.535310212e-10	1.995186238e-08	4.416396138e-09	7.998248765e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
58.377	1739289300.531	02/11/2025_16:55:00.531	1	3	1.473424163e-05	3.476977554e-06	1.331528221e-09	1.524280147e-10	2.006983557e-08	4.37225145e-09	8.019663059e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
58.614	1739289300.768	02/11/2025_16:55:00.768	1	3	1.468256596e-05	3.506424264e-06	1.336847189e-09	1.535746808e-10	1.999928578e-08	4.413806654e-09	7.937618444e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
58.851	1739289301.005	02/11/2025_16:55:01.005	1	3	1.470725056e-05	3.431960749e-06	1.345071832e-09	1.549824019e-10	2.007373467e-08	4.419927535e-09	7.937481401e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
59.087	1739289301.241	02/11/2025_16:55:01.241	1	3	1.468794744e-05	3.48498088e-06	1.334127475e-09	1.546221484e-10	2.01038759e-08	4.409649978e-09	8.177523762e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
59.324	1739289301.478	02/11/2025_16:55:01.478	1	3	1.471092855e-05	3.451751127e-06	1.350661027e-09	1.568688096e-10	2.009128686e-08	4.446168322e-09	7.969284954e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
59.561	1739289301.715	02/11/2025_16:55:01.715	1	3	1.471093674e-05	3.466331691e-06	1.335981659e-09	1.558192048e-10	2.00487662e-08	4.377792795e-09	7.943064609e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
59.798	1739289301.952	02/11/2025_16:55:01.952	1	3	1.481307936e-05	3.445140692e-06	1.334578115e-09	1.519287196e-10	1.993948651e-08	4.40907888e-09	7.851944789e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
60.035	1739289302.189	02/11/2025_16:55:02.189	1	3	1.473480188e-05	3.466331691e-06	1.345082046e-09	1.552100531e-10	1.995650223e-08	4.410952936e-09	8.397020058e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
60.271	1739289302.425	02/11/2025_16:55:02.425	1	3	1.467063339e-05	3.476977554e-06	1.347936096e-09	1.548220441e-10	2.002386168e-08	4.420249056e-09	8.457662522e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
60.508	1739289302.662	02/11/2025_16:55:02.662	1	3	1.470557982e-05	3.503738299e-06	1.333968158e-09	1.543653122e-10	2.009058164e-08	4.413473143e-09	8.282393868e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
60.745	1739289302.899	02/11/2025_16:55:02.899	1	3	1.472823715e-05	3.482314924e-06	1.343921863e-09	1.534930794e-10	2.003858768e-08	4.430191769e-09	7.740059461e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
60.982	1739289303.136	02/11/2025_16:55:03.136	1	3	1.483457072e-05	3.470318461e-06	1.33476008e-09	1.5301517e-10	2.003070776e-08	4.38969705e-09	8.128320066e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
61.219	1739289303.373	02/11/2025_16:55:03.373	1	3	1.464320576e-05	3.457042112e-06	1.352717049e-09	1.582043663e-10	2.036099112e-08	4.466524484e-09	8.065602873e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
61.455	1739289303.609	02/11/2025_16:55:03.609	1	3	1.468586106e-05	3.486320111e-06	1.340352052e-09	1.574246428e-10	2.014110656e-08	4.456829128e-09	7.933504548e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
61.692	1739289303.846	02/11/2025_16:55:03.846	1	3	1.468739629e-05	3.486320111e-06	1.348279377e-09	1.540598482e-10	2.011493017e-08	4.410086518e-09	7.491461444e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
61.929	1739289304.083	02/11/2025_16:55:04.083	1	3	1.464417073e-05	3.437228997e-06	1.336544431e-09	1.5290888e-10	1.995313248e-08	4.425457778e-09	7.780051776e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
62.166	1739289304.320	02/11/2025_16:55:04.320	1	3	1.469941981e-05	3.474313871e-06	1.331293409e-09	1.544752659e-10	1.9994296e-08	4.385634966e-09	8.152845586e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
62.403	1739289304.557	02/11/2025_16:55:04.557	1	3	1.470733059e-05	3.381042688e-06	1.334842348e-09	1.542918432e-10	1.989317866e-08	4.409430598e-09	7.733021688e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
62.639	1739289304.793	02/11/2025_16:55:04.793	1	3	1.473125667e-05	3.439860166e-06	1.321825871e-09	1.553613349e-10	1.996006738e-08	4.362520567e-09	7.669289682e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
62.876	1739289305.030	02/11/2025_16:55:05.030	1	3	1.470122152e-05	3.453074441e-06	1.331334265e-09	1.540045869e-10	1.991275056e-08	4.414370647e-09	8.004538872e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
63.113	1739289305.267	02/11/2025_16:55:05.267	1	3	1.474400779e-05	3.428017862e-06	1.331296295e-09	1.522701548e-10	1.985854148e-08	4.385899199e-09	8.234175494e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
63.35	1739289305.504	02/11/2025_16:55:05.504	1	3	1.470836833e-05	3.435908184e-06	1.328963051e-09	1.549246148e-10	1.992154353e-08	4.414140609e-09	7.966109543e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
63.587	1739289305.741	02/11/2025_16:55:05.741	1	3	1.47595747e-05	3.480980467e-06	1.329380495e-09	1.535220423e-10	2.009479161e-08	4.417804789e-09	7.913980235e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
63.823	1739289305.977	02/11/2025_16:55:05.977	1	3	1.471071209e-05	3.507764404e-06	1.331742716e-09	1.531465788e-10	2.008648003e-08	4.4240962e-09	7.536925944e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
64.06	1739289306.214	02/11/2025_16:55:06.214	1	3	1.469534436e-05	3.433276106e-06	1.340064837e-09	1.554405216e-10	2.005066158e-08	4.452332281e-09	7.974844743e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
64.297	1739289306.451	02/11/2025_16:55:06.451	1	3	1.478424292e-05	3.480980467e-06	1.347154721e-09	1.531517552e-10	2.006465749e-08	4.438629464e-09	8.273726322e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
64.534	1739289306.688	02/11/2025_16:55:06.688	1	3	1.473968132e-05	3.487660251e-06	1.344678924e-09	1.538296573e-10	2.003204536e-08	4.403966525e-09	7.710462477e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
64.771	1739289306.925	02/11/2025_16:55:06.925	1	3	1.471731684e-05	3.39402709e-06	1.333564148e-09	1.529028987e-10	2.000887278e-08	4.457441527e-09	8.156577844e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
65.007	1739289307.161	02/11/2025_16:55:07.161	1	3	1.474253349e-05	3.480980467e-06	1.341395328e-09	1.550528456e-10	1.999894828e-08	4.407621823e-09	7.431570116e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
65.244	1739289307.398	02/11/2025_16:55:07.398	1	3	1.47470555e-05	3.417525477e-06	1.342266187e-09	1.488478368e-10	1.995661236e-08	4.399744569e-09	8.237430703e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
65.481	1739289307.635	02/11/2025_16:55:07.635	1	3	1.485154007e-05	3.468992873e-06	1.348735568e-09	1.528568938e-10	2.003746324e-08	4.407703091e-09	8.413081863e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
65.718	1739289307.872	02/11/2025_16:55:07.872	1	3	1.478149807e-05	3.412287242e-06	1.340133005e-09	1.536111793e-10	2.005583433e-08	4.404286269e-09	8.138979941e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
65.955	1739289308.109	02/11/2025_16:55:08.109	1	3	1.471732594e-05	3.418831511e-06	1.345725864e-09	1.532387828e-10	2.000978228e-08	4.408716947e-09	7.896476875e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
66.191	1739289308.345	02/11/2025_16:55:08.345	1	3	1.473909015e-05	3.445140692e-06	1.344919398e-09	1.523629972e-10	2.002196808e-08	4.397152864e-09	8.361005464e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
66.428	1739289308.582	02/11/2025_16:55:08.582	1	3	1.4732821e-05	3.453074441e-06	1.340765499e-09	1.548129125e-10	2.007493549e-08	4.425328104e-09	8.297519789e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
66.665	1739289308.819	02/11/2025_16:55:08.819	1	3	1.484582208e-05	3.433276106e-06	1.34909528e-09	1.547690587e-10	2.012713729e-08	4.473978965e-09	8.341071757e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
66.902	1739289309.056	02/11/2025_16:55:09.056	1	3	1.475720273e-05	3.470318461e-06	1.347251199e-09	1.542466987e-10	2.013833011e-08	4.486759408e-09	8.191922835e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
67.139	1739289309.293	02/11/2025_16:55:09.293	1	3	1.479583534e-05	3.487660251e-06	1.359318547e-09	1.551688777e-10	2.027103641e-08	4.497068051e-09	8.163847202e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
67.375	1739289309.529	02/11/2025_16:55:09.529	1	3	1.455326674e-05	3.457042112e-06	1.354192536e-09	1.541380079e-10	2.004619049e-08	4.434997702e-09	8.07081138e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
67.612	1739289309.766	02/11/2025_16:55:09.766	1	3	1.476769648e-05	3.461022516e-06	1.341715405e-09	1.542290323e-10	2.00698711e-08	4.393496678e-09	8.045807076e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
67.849	1739289310.003	02/11/2025_16:55:10.003	1	3	1.468504252e-05	3.458371111e-06	1.329166111e-09	1.52592855e-10	2.003423383e-08	4.38917036e-09	8.193501433e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
68.086	1739289310.240	02/11/2025_16:55:10.240	1	3	1.467966194e-05	3.459692834e-06	1.340985656e-09	1.540241684e-10	1.999397092e-08	4.433482914e-09	7.930912871e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
68.323	1739289310.477	02/11/2025_16:55:10.477	1	3	1.473210341e-05	3.430646075e-06	1.340788036e-09	1.559295609e-10	2.01696686e-08	4.455069647e-09	8.009782941e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
68.559	1739289310.713	02/11/2025_16:55:10.713	1	3	1.479781804e-05	3.434591918e-06	1.343809508e-09	1.564073732e-10	2.016887812e-08	4.469845383e-09	8.3889189e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
68.796	1739289310.950	02/11/2025_16:55:10.950	1	3	1.473700468e-05	3.414903404e-06	1.346069145e-09	1.550799211e-10	2.014120071e-08	4.44513093e-09	8.239545331e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
69.033	1739289311.187	02/11/2025_16:55:11.187	1	3	1.468454684e-05	3.454393891e-06	1.34414202e-09	1.530122556e-10	2.011881151e-08	4.418005073e-09	7.867515667e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
69.27	1739289311.424	02/11/2025_16:55:11.424	1	3	1.46883649e-05	3.511803015e-06	1.342435163e-09	1.547237061e-10	2.017082323e-08	4.447451296e-09	7.947092637e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
69.507	1739289311.661	02/11/2025_16:55:11.661	1	3	1.4761702e-05	3.441178933e-06	1.35213063e-09	1.558899676e-10	2.011909928e-08	4.4556141e-09	8.066026146e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
69.743	1739289311.897	02/11/2025_16:55:11.897	1	3	1.45439808e-05	3.435908184e-06	1.336545874e-09	1.523341592e-10	1.995914189e-08	4.415952048e-09	8.290864523e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
69.98	1739289312.134	02/11/2025_16:55:12.134	1	3	1.459689793e-05	3.480980467e-06	1.342300493e-09	1.550436168e-10	2.004562027e-08	4.420716682e-09	7.838357567e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
70.217	1739289312.371	02/11/2025_16:55:12.371	1	3	1.465112564e-05	3.437228997e-06	1.346169398e-09	1.541713562e-10	2.007511668e-08	4.406773169e-09	7.754050006e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
70.454	1739289312.608	02/11/2025_16:55:12.608	1	3	1.469533345e-05	3.446464689e-06	1.337458033e-09	1.549905065e-10	2.013197964e-08	4.391411679e-09	7.925623699e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
70.691	1739289312.845	02/11/2025_16:55:12.845	1	3	1.473710472e-05	3.461022516e-06	1.335474953e-09	1.553059903e-10	2.009503497e-08	4.427946898e-09	8.654278683e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
70.927	1739289313.081	02/11/2025_16:55:13.081	1	3	1.473761586e-05	3.421456086e-06	1.34527256e-09	1.540045452e-10	2.0048601e-08	4.459175251e-09	8.039641869e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
71.164	1739289313.318	02/11/2025_16:55:13.318	1	3	1.47118617e-05	3.410976433e-06	1.340009326e-09	1.528128596e-10	2.001317512e-08	4.432588074e-09	8.191420632e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
71.401	1739289313.555	02/11/2025_16:55:13.555	1	3	1.467359925e-05	3.437228997e-06	1.335910493e-09	1.5427018e-10	2.004079391e-08	4.433680978e-09	8.037018967e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
71.638	1739289313.792	02/11/2025_16:55:13.792	1	3	1.472098393e-05	3.476977554e-06	1.349548029e-09	1.516429898e-10	2.017548439e-08	4.464363546e-09	8.06235894e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
71.875	1739289314.029	02/11/2025_16:55:14.029	1	3	1.480988794e-05	3.530692993e-06	1.362819746e-09	1.539101485e-10	2.026987111e-08	4.465712689e-09	8.364395114e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
72.111	1739289314.265	02/11/2025_16:55:14.265	1	3	1.456356676e-05	3.395324029e-06	1.363350766e-09	1.560059304e-10	2.02283843e-08	4.435555034e-09	7.929531164e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
72.348	1739289314.502	02/11/2025_16:55:14.502	1	3	1.464247998e-05	3.458371111e-06	1.339251932e-09	1.559678914e-10	2.01852064e-08	4.440870782e-09	7.65663314e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
72.585	1739289314.739	02/11/2025_16:55:14.739	1	3	1.473604516e-05	3.457042112e-06	1.338758882e-09	1.54400645e-10	2.002531296e-08	4.445172674e-09	8.196203265e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
72.822	1739289314.976	02/11/2025_16:55:14.976	1	3	1.471965243e-05	3.439860166e-06	1.335018984e-09	1.517260206e-10	2.01051904e-08	4.401598641e-09	8.275409871e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
73.059	1739289315.213	02/11/2025_16:55:15.213	1	3	1.466072172e-05	3.471652235e-06	1.348319567e-09	1.550246875e-10	2.016919254e-08	4.432987755e-09	7.934119507e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
73.295	1739289315.449	02/11/2025_16:55:15.449	1	3	1.469497238e-05	3.457042112e-06	1.329034327e-09	1.536915595e-10	2.011889677e-08	4.423153399e-09	8.05475478e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
73.532	1739289315.686	02/11/2025_16:55:15.686	1	3	1.472892745e-05	3.455721753e-06	1.337777222e-09	1.547149631e-10	2.012460776e-08	4.397378461e-09	8.211485311e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
73.769	1739289315.923	02/11/2025_16:55:15.923	1	3	1.48434865e-05	3.424079296e-06	1.347893464e-09	1.549012307e-10	2.005220345e-08	4.421332633e-09	8.155423385e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
74.006	1739289316.160	02/11/2025_16:55:16.160	1	3	1.479468574e-05	3.474313871e-06	1.331364796e-09	1.560776924e-10	2.008550837e-08	4.437876289e-09	8.434882133e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
74.243	1739289316.397	02/11/2025_16:55:16.397	1	3	1.471664291e-05	3.480980467e-06	1.338939182e-09	1.543252193e-10	2.01284216e-08	4.393659214e-09	8.242676507e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
74.479	1739289316.633	02/11/2025_16:55:16.633	1	3	1.471866653e-05	3.41359123e-06	1.343116285e-09	1.520118614e-10	1.994265375e-08	4.41647785e-09	8.041571749e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
74.716	1739289316.870	02/11/2025_16:55:16.870	1	3	1.472984059e-05	3.480980467e-06	1.336728284e-09	1.519914472e-10	2.000424715e-08	4.43376269e-09	8.570088215e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
74.953	1739289317.107	02/11/2025_16:55:17.107	1	3	1.47256842e-05	3.507764404e-06	1.337664979e-09	1.542944522e-10	2.013952205e-08	4.440031898e-09	8.445168176e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
