PV MassSpec-24.10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXPORTED RUN DATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Run Path and Name: C:\Pfeiffer Vacuum\data\007-30-2026\400c-100h-ch4.isi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/30/2026 12:18:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SensorID:  RGA PrismaPro A 200 47505932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Bins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4157 TimePoints;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time Relative (sec);Time Absolute (UTC);Time Absolute (Date_Time);Step;Ionizer_State;Pressure_(mBar);External_Pressure_(mBar);12_amu_(Methane_/_CH4);13_amu_(Methane_/_CH4);14_amu_(Nitrogen_/_N2);15_amu_(Methane_/_CH4);16_amu_(Oxygen_/_O2);17_amu_(Water_/_H2O);18_amu_(Water_/_H2O);22_amu_(Carbon_dioxide_/_CO2);28_amu_(Nitrogen_/_N2);29_amu_(Nitrogen_/_N2);32_amu_(Oxygen_/_O2);44_amu_(Carbon_dioxide_/_CO2);45_amu_(Carbon_dioxide_/_CO2);Periph:_Digital_In_0;Periph:_Digital_In_1;Periph:_Digital_In_13;Periph:_Digital_In_14;Periph:_Digital_In_15;Periph:_Digital_In_16;Periph:_Digital_In_17;Periph:_Digital_Out_2;Periph:_Digital_Out_3;Periph:_Digital_Out_4;Periph:_Digital_Out_5;Periph:_Digital_Out_6;Periph:_Digital_Out_7;Periph:_Digital_Out_8;Periph:_Digital_Out_9;Periph:_Digital_Out_10;Periph:_Digital_Out_11;Sig:_MCD;Sig:_MCD_CH4;Sig:_MCD_CO2;Sig:_MCD_N2;Sig:_MCD_O2
3542,347;1785410258,745;07/30/2026_13:17:38.745;1;3;2,81×10^-05;5,59×10^-06;1,17×10^-12;7,30×10^-13;1,98×10^-10;7,06×10^-12;7,49×10^-11;5,09×10^-12;1,87×10^-11;1,74×10^-13;1,24×10^-09;8,64×10^-12;2,74×10^-10;7,76×10^-12;1,63×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4602290525;0,5857335715;78,34056755;20,61346982
3544,214;1785410260,612;07/30/2026_13:17:40.612;1;3;2,81×10^-05;5,67×10^-06;1,16×10^-12;7,18×10^-13;1,99×10^-10;7,11×10^-12;7,49×10^-11;5,01×10^-12;1,88×10^-11;1,42×10^-13;1,24×10^-09;8,58×10^-12;2,73×10^-10;7,79×10^-12;1,26×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4648436768;0,5900408711;78,35033103;20,59478442
3546,08;1785410262,478;07/30/2026_13:17:42.478;1;3;2,81×10^-05;5,62×10^-06;1,14×10^-12;7,17×10^-13;1,99×10^-10;7,07×10^-12;7,49×10^-11;5,04×10^-12;1,87×10^-11;1,15×10^-13;1,24×10^-09;8,64×10^-12;2,73×10^-10;7,74×10^-12;1,18×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4615445855;0,5845070218;78,36981231;20,58413608
3547,947;1785410264,345;07/30/2026_13:17:44.345;1;3;2,83×10^-05;5,58×10^-06;1,15×10^-12;7,21×10^-13;1,98×10^-10;7,12×10^-12;7,53×10^-11;5,02×10^-12;1,88×10^-11;1,36×10^-13;1,25×10^-09;8,57×10^-12;2,72×10^-10;7,67×10^-12;2,01×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4637590045;0,5787066061;78,49027093;20,46726346
3549,813;1785410266,211;07/30/2026_13:17:46.211;1;3;2,82×10^-05;5,60×10^-06;1,18×10^-12;7,57×10^-13;1,99×10^-10;7,04×10^-12;7,52×10^-11;5,00×10^-12;1,87×10^-11;1,13×10^-13;1,24×10^-09;8,55×10^-12;2,73×10^-10;7,80×10^-12;1,62×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4609604154;0,5910201711;78,33506647;20,61295294
3551,679;1785410268,077;07/30/2026_13:17:48.077;1;3;2,83×10^-05;5,53×10^-06;1,16×10^-12;7,18×10^-13;1,97×10^-10;7,06×10^-12;7,45×10^-11;5,03×10^-12;1,88×10^-11;7,91×10^-14;1,24×10^-09;8,61×10^-12;2,73×10^-10;7,66×10^-12;2,09×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4605060314;0,5787460587;78,40779887;20,55294904
3553,546;1785410269,944;07/30/2026_13:17:49.944;1;3;2,82×10^-05;5,56×10^-06;1,11×10^-12;7,24×10^-13;1,98×10^-10;7,12×10^-12;7,50×10^-11;5,01×10^-12;1,86×10^-11;4,62×10^-14;1,24×10^-09;8,58×10^-12;2,72×10^-10;7,71×10^-12;1,57×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4655993064;0,5840163304;78,39053851;20,55984585
3555,412;1785410271,81;07/30/2026_13:17:51.810;1;3;2,81×10^-05;5,62×10^-06;1,13×10^-12;6,78×10^-13;1,98×10^-10;7,06×10^-12;7,48×10^-11;5,01×10^-12;1,87×10^-11;1,27×10^-13;1,25×10^-09;8,48×10^-12;2,74×10^-10;7,69×10^-12;1,29×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,459609988;0,5792915416;78,40984516;20,55125331
3557,279;1785410273,677;07/30/2026_13:17:53.677;1;3;2,81×10^-05;5,60×10^-06;1,11×10^-12;7,86×10^-13;1,98×10^-10;7,06×10^-12;7,47×10^-11;5,01×10^-12;1,87×10^-11;9,40×10^-15;1,24×10^-09;8,48×10^-12;2,73×10^-10;7,70×10^-12;1,29×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4620265095;0,5827703688;78,34825895;20,60694417
3559,145;1785410275,543;07/30/2026_13:17:55.543;1;3;2,82×10^-05;5,53×10^-06;1,12×10^-12;6,74×10^-13;1,98×10^-10;7,14×10^-12;7,47×10^-11;4,99×10^-12;1,87×10^-11;2,16×10^-14;1,24×10^-09;8,44×10^-12;2,73×10^-10;7,67×10^-12;1,33×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4658093114;0,5794593105;78,35460736;20,60012402
3561,011;1785410277,409;07/30/2026_13:17:57.409;1;3;2,82×10^-05;5,62×10^-06;1,10×10^-12;6,64×10^-13;1,98×10^-10;7,15×10^-12;7,49×10^-11;4,95×10^-12;1,87×10^-11;5,00×10^-15;1,23×10^-09;8,44×10^-12;2,71×10^-10;7,69×10^-12;1,28×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4710103899;0,5866167663;78,31084789;20,63152496
3562,878;1785410279,276;07/30/2026_13:17:59.276;1;3;2,82×10^-05;5,66×10^-06;1,07×10^-12;6,91×10^-13;1,97×10^-10;7,04×10^-12;7,45×10^-11;5,02×10^-12;1,87×10^-11;5,00×10^-15;1,24×10^-09;8,45×10^-12;2,72×10^-10;7,58×10^-12;1,14×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4608037778;0,5744832058;78,40245884;20,56225417
3564,744;1785410281,142;07/30/2026_13:18:01.142;1;3;2,82×10^-05;5,58×10^-06;1,04×10^-12;6,31×10^-13;1,97×10^-10;7,08×10^-12;7,46×10^-11;4,97×10^-12;1,87×10^-11;5,00×10^-15;1,24×10^-09;8,46×10^-12;2,73×10^-10;7,67×10^-12;7,03×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4633384718;0,5808835066;78,36354327;20,59223476
3566,611;1785410283,009;07/30/2026_13:18:03.009;1;3;2,82×10^-05;5,61×10^-06;1,04×10^-12;6,51×10^-13;1,99×10^-10;7,10×10^-12;7,50×10^-11;5,02×10^-12;1,87×10^-11;5,00×10^-15;1,24×10^-09;8,40×10^-12;2,73×10^-10;7,57×10^-12;1,83×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4631759205;0,5723919401;78,40201922;20,56241292
3568,477;1785410284,875;07/30/2026_13:18:04.875;1;3;2,83×10^-05;5,60×10^-06;1,09×10^-12;5,97×10^-13;1,99×10^-10;7,14×10^-12;7,52×10^-11;4,97×10^-12;1,87×10^-11;5,00×10^-15;1,24×10^-09;8,30×10^-12;2,72×10^-10;7,80×10^-12;5,81×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4676476533;0,5912178092;78,3718354;20,56929914
3570,343;1785410286,741;07/30/2026_13:18:06.741;1;3;2,83×10^-05;5,63×10^-06;9,95×10^-13;5,94×10^-13;2,00×10^-10;7,10×10^-12;7,53×10^-11;5,07×10^-12;1,89×10^-11;5,00×10^-15;1,25×10^-09;8,42×10^-12;2,73×10^-10;7,72×10^-12;1,29×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4624060195;0,5813357357;78,40327051;20,55298774
3572,21;1785410288,608;07/30/2026_13:18:08.608;1;3;2,83×10^-05;5,68×10^-06;9,49×10^-13;5,83×10^-13;1,99×10^-10;7,14×10^-12;7,53×10^-11;5,07×10^-12;1,88×10^-11;5,00×10^-15;1,25×10^-09;8,44×10^-12;2,74×10^-10;7,59×10^-12;3,49×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,464505623;0,5711811787;78,355962;20,60835119
3574,076;1785410290,474;07/30/2026_13:18:10.474;1;3;2,83×10^-05;5,61×10^-06;1,02×10^-12;5,92×10^-13;1,98×10^-10;7,12×10^-12;7,48×10^-11;5,05×10^-12;1,87×10^-11;5,00×10^-15;1,24×10^-09;8,32×10^-12;2,73×10^-10;7,57×10^-12;2,86×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,465008966;0,5717583755;78,35214032;20,61109233
3575,943;1785410292,341;07/30/2026_13:18:12.341;1;3;2,82×10^-05;5,62×10^-06;9,83×10^-13;5,74×10^-13;1,99×10^-10;7,15×10^-12;7,51×10^-11;5,08×10^-12;1,89×10^-11;2,68×10^-14;1,25×10^-09;8,45×10^-12;2,74×10^-10;7,61×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4645828811;0,5720312311;78,40028667;20,56309922
3577,809;1785410294,207;07/30/2026_13:18:14.207;1;3;2,82×10^-05;5,68×10^-06;9,43×10^-13;5,32×10^-13;1,99×10^-10;7,03×10^-12;7,51×10^-11;5,03×10^-12;1,89×10^-11;6,18×10^-15;1,25×10^-09;8,36×10^-12;2,74×10^-10;7,54×10^-12;2,39×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4568578296;0,5669888851;78,4369407;20,53921259
3579,675;1785410296,073;07/30/2026_13:18:16.073;1;3;2,82×10^-05;5,72×10^-06;9,76×10^-13;5,44×10^-13;1,98×10^-10;7,06×10^-12;7,50×10^-11;5,11×10^-12;1,89×10^-11;6,11×10^-14;1,24×10^-09;8,35×10^-12;2,74×10^-10;7,58×10^-12;1,23×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4602064566;0,5713187254;78,36804409;20,60043072
3581,542;1785410297,94;07/30/2026_13:18:17.940;1;3;2,82×10^-05;5,63×10^-06;1,01×10^-12;4,84×10^-13;1,99×10^-10;7,13×10^-12;7,51×10^-11;5,09×10^-12;1,91×10^-11;5,00×10^-15;1,24×10^-09;8,39×10^-12;2,72×10^-10;7,57×10^-12;2,83×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4668001255;0,5734596886;78,37677403;20,58296615
3583,408;1785410299,806;07/30/2026_13:18:19.806;1;3;2,82×10^-05;5,61×10^-06;9,81×10^-13;5,62×10^-13;1,98×10^-10;7,09×10^-12;7,48×10^-11;5,12×10^-12;1,89×10^-11;7,30×10^-14;1,24×10^-09;8,45×10^-12;2,73×10^-10;7,52×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4625776188;0,5674341188;78,41576946;20,5542188
3585,275;1785410301,673;07/30/2026_13:18:21.673;1;3;2,83×10^-05;5,60×10^-06;9,71×10^-13;5,33×10^-13;1,97×10^-10;7,05×10^-12;7,47×10^-11;5,12×10^-12;1,89×10^-11;1,07×10^-13;1,24×10^-09;8,44×10^-12;2,71×10^-10;7,54×10^-12;1,65×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4616233049;0,571290692;78,44884784;20,51823817
3587,141;1785410303,539;07/30/2026_13:18:23.539;1;3;2,83×10^-05;5,62×10^-06;9,78×10^-13;5,19×10^-13;1,98×10^-10;7,01×10^-12;7,49×10^-11;5,12×10^-12;1,89×10^-11;1,43×10^-13;1,24×10^-09;8,48×10^-12;2,74×10^-10;7,58×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4568316396;0,5716082697;78,36811627;20,60344382
3589,007;1785410305,405;07/30/2026_13:18:25.405;1;3;2,83×10^-05;5,70×10^-06;1,01×10^-12;5,42×10^-13;1,99×10^-10;7,10×10^-12;7,49×10^-11;5,17×10^-12;1,89×10^-11;1,17×10^-13;1,24×10^-09;8,52×10^-12;2,73×10^-10;7,63×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4628974963;0,5753758035;78,3811042;20,5806225
3590,874;1785410307,272;07/30/2026_13:18:27.272;1;3;2,82×10^-05;5,63×10^-06;1,03×10^-12;5,71×10^-13;1,99×10^-10;7,08×10^-12;7,52×10^-11;5,12×10^-12;1,90×10^-11;1,27×10^-13;1,24×10^-09;8,55×10^-12;2,73×10^-10;7,62×10^-12;2,68×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4619854143;0,5750242791;78,36136635;20,60162396
3592,74;1785410309,138;07/30/2026_13:18:29.138;1;3;2,81×10^-05;5,68×10^-06;1,01×10^-12;5,65×10^-13;1,98×10^-10;7,12×10^-12;7,49×10^-11;5,12×10^-12;1,90×10^-11;1,64×10^-13;1,24×10^-09;8,51×10^-12;2,72×10^-10;7,51×10^-12;7,76×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4658922927;0,5678224304;78,42766039;20,53862489
3594,607;1785410311,005;07/30/2026_13:18:31.005;1;3;2,81×10^-05;5,60×10^-06;1,02×10^-12;5,63×10^-13;1,98×10^-10;7,04×10^-12;7,47×10^-11;5,17×10^-12;1,88×10^-11;1,81×10^-13;1,23×10^-09;8,48×10^-12;2,71×10^-10;7,59×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4628059014;0,5768950059;78,39826462;20,56203447
3596,473;1785410312,871;07/30/2026_13:18:32.871;1;3;2,81×10^-05;5,60×10^-06;1,04×10^-12;5,86×10^-13;1,97×10^-10;7,01×10^-12;7,47×10^-11;5,10×10^-12;1,89×10^-11;1,85×10^-13;1,24×10^-09;8,47×10^-12;2,72×10^-10;7,67×10^-12;8,48×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4595862695;0,5817623494;78,32037904;20,63827235
3598,339;1785410314,737;07/30/2026_13:18:34.737;1;3;2,82×10^-05;5,60×10^-06;1,02×10^-12;6,14×10^-13;1,99×10^-10;7,11×10^-12;7,51×10^-11;5,23×10^-12;1,91×10^-11;2,14×10^-13;1,25×10^-09;8,63×10^-12;2,74×10^-10;7,65×10^-12;3,49×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4620759411;0,5748792157;78,43427985;20,52876499
3600,206;1785410316,604;07/30/2026_13:18:36.604;1;3;2,82×10^-05;5,61×10^-06;1,04×10^-12;5,08×10^-13;1,98×10^-10;7,02×10^-12;7,48×10^-11;5,23×10^-12;1,89×10^-11;1,93×10^-13;1,24×10^-09;8,63×10^-12;2,72×10^-10;7,61×10^-12;2,70×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4589548436;0,5755190788;78,40466177;20,5608643
3602,072;1785410318,47;07/30/2026_13:18:38.470;1;3;2,81×10^-05;5,56×10^-06;1,06×10^-12;6,95×10^-13;1,98×10^-10;7,06×10^-12;7,50×10^-11;5,16×10^-12;1,90×10^-11;1,75×10^-13;1,24×10^-09;8,54×10^-12;2,73×10^-10;7,61×10^-12;6,20×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4613249741;0,5761579097;78,32899581;20,6335213
3603,939;1785410320,337;07/30/2026_13:18:40.337;1;3;2,81×10^-05;5,53×10^-06;1,08×10^-12;6,21×10^-13;1,99×10^-10;7,12×10^-12;7,50×10^-11;5,21×10^-12;1,90×10^-11;2,02×10^-13;1,24×10^-09;8,67×10^-12;2,73×10^-10;7,70×10^-12;3,40×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4647156618;0,5817430491;78,39107612;20,56246517
3605,805;1785410322,203;07/30/2026_13:18:42.203;1;3;2,81×10^-05;5,60×10^-06;1,18×10^-12;6,60×10^-13;1,99×10^-10;7,05×10^-12;7,48×10^-11;5,15×10^-12;1,90×10^-11;2,31×10^-13;1,24×10^-09;8,64×10^-12;2,73×10^-10;7,69×10^-12;9,15×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4611944221;0,5821602826;78,35148862;20,60515668
3607,671;1785410324,069;07/30/2026_13:18:44.069;1;3;2,81×10^-05;5,59×10^-06;1,15×10^-12;5,70×10^-13;1,97×10^-10;7,00×10^-12;7,44×10^-11;5,14×10^-12;1,89×10^-11;2,21×10^-13;1,24×10^-09;8,61×10^-12;2,71×10^-10;7,85×10^-12;8,62×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4592906888;0,5962807812;78,3989217;20,54550683
3609,538;1785410325,936;07/30/2026_13:18:45.936;1;3;2,82×10^-05;5,70×10^-06;1,06×10^-12;6,70×10^-13;1,98×10^-10;7,05×10^-12;7,51×10^-11;5,16×10^-12;1,90×10^-11;2,69×10^-13;1,25×10^-09;8,81×10^-12;2,75×10^-10;7,75×10^-12;5,62×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4571284717;0,5819670485;78,35386481;20,60703967
3611,404;1785410327,802;07/30/2026_13:18:47.802;1;3;2,82×10^-05;5,66×10^-06;1,13×10^-12;5,34×10^-13;1,98×10^-10;7,06×10^-12;7,47×10^-11;5,10×10^-12;1,89×10^-11;2,32×10^-13;1,24×10^-09;8,66×10^-12;2,72×10^-10;7,87×10^-12;6,63×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4624895597;0,5969979813;78,37369834;20,56681412
3613,271;1785410329,669;07/30/2026_13:18:49.669;1;3;2,82×10^-05;5,57×10^-06;1,21×10^-12;6,98×10^-13;1,99×10^-10;7,10×10^-12;7,53×10^-11;5,17×10^-12;1,89×10^-11;2,06×10^-13;1,24×10^-09;8,58×10^-12;2,74×10^-10;7,68×10^-12;1,14×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4633729003;0,579939579;78,31958893;20,63709859
3615,137;1785410331,535;07/30/2026_13:18:51.535;1;3;2,81×10^-05;5,62×10^-06;1,19×10^-12;6,93×10^-13;1,98×10^-10;7,08×10^-12;7,49×10^-11;5,23×10^-12;1,91×10^-11;1,63×10^-13;1,24×10^-09;8,70×10^-12;2,73×10^-10;7,74×10^-12;1,56×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4616577674;0,5847299109;78,38894311;20,56466921
3617,003;1785410333,401;07/30/2026_13:18:53.401;1;3;2,82×10^-05;5,67×10^-06;1,16×10^-12;7,04×10^-13;1,98×10^-10;7,02×10^-12;7,50×10^-11;5,13×10^-12;1,90×10^-11;1,55×10^-13;1,24×10^-09;8,63×10^-12;2,73×10^-10;7,74×10^-12;1,21×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4581122747;0,5852565392;78,39099506;20,56563612
3618,87;1785410335,268;07/30/2026_13:18:55.268;1;3;2,82×10^-05;5,65×10^-06;1,17×10^-12;6,84×10^-13;1,98×10^-10;7,09×10^-12;7,52×10^-11;5,10×10^-12;1,91×10^-11;1,55×10^-13;1,25×10^-09;8,61×10^-12;2,75×10^-10;7,87×10^-12;1,09×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4608871746;0,5921892776;78,31984557;20,62707798
3620,736;1785410337,134;07/30/2026_13:18:57.134;1;3;2,82×10^-05;5,64×10^-06;1,06×10^-12;7,37×10^-13;1,99×10^-10;7,13×10^-12;7,53×10^-11;5,10×10^-12;1,90×10^-11;1,26×10^-13;1,25×10^-09;8,71×10^-12;2,75×10^-10;7,79×10^-12;1,12×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4636348619;0,5864624348;78,31541482;20,63448788
3622,603;1785410339,001;07/30/2026_13:18:59.001;1;3;2,83×10^-05;5,63×10^-06;1,17×10^-12;7,05×10^-13;1,99×10^-10;7,09×10^-12;7,51×10^-11;5,08×10^-12;1,90×10^-11;1,09×10^-13;1,24×10^-09;8,63×10^-12;2,73×10^-10;7,77×10^-12;1,37×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4620087804;0,5865085763;78,3767349;20,57474774
3624,469;1785410340,867;07/30/2026_13:19:00.867;1;3;2,82×10^-05;5,58×10^-06;1,14×10^-12;7,26×10^-13;1,98×10^-10;7,10×10^-12;7,49×10^-11;5,17×10^-12;1,91×10^-11;5,79×10^-14;1,25×10^-09;8,61×10^-12;2,74×10^-10;7,78×10^-12;1,29×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4617301272;0,5857470218;78,38444042;20,56808243
3626,335;1785410342,733;07/30/2026_13:19:02.733;1;3;2,82×10^-05;5,65×10^-06;1,19×10^-12;7,22×10^-13;1,99×10^-10;7,06×10^-12;7,51×10^-11;5,09×10^-12;1,90×10^-11;5,75×10^-14;1,25×10^-09;8,60×10^-12;2,74×10^-10;7,80×10^-12;1,34×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4594938226;0,5876449839;78,39054575;20,56231545
3628,202;1785410344,6;07/30/2026_13:19:04.600;1;3;2,83×10^-05;5,63×10^-06;1,11×10^-12;7,01×10^-13;1,98×10^-10;7,08×10^-12;7,51×10^-11;5,12×10^-12;1,90×10^-11;4,63×10^-14;1,25×10^-09;8,61×10^-12;2,73×10^-10;7,76×10^-12;1,16×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4597148821;0,5837545976;78,45164452;20,504886
3630,068;1785410346,466;07/30/2026_13:19:06.466;1;3;2,82×10^-05;5,68×10^-06;1,12×10^-12;7,19×10^-13;1,98×10^-10;6,98×10^-12;7,47×10^-11;5,22×10^-12;1,90×10^-11;3,99×10^-14;1,25×10^-09;8,56×10^-12;2,74×10^-10;7,70×10^-12;1,23×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4532631064;0,578905991;78,40191974;20,56591116
3631,935;1785410348,333;07/30/2026_13:19:08.333;1;3;2,82×10^-05;5,70×10^-06;1,16×10^-12;7,12×10^-13;1,99×10^-10;7,12×10^-12;7,51×10^-11;5,07×10^-12;1,90×10^-11;3,58×10^-14;1,25×10^-09;8,54×10^-12;2,74×10^-10;7,64×10^-12;1,33×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4631240122;0,5750207023;78,37999503;20,58186026
3633,801;1785410350,199;07/30/2026_13:19:10.199;1;3;2,82×10^-05;5,60×10^-06;1,09×10^-12;6,55×10^-13;1,99×10^-10;7,05×10^-12;7,51×10^-11;5,00×10^-12;1,89×10^-11;1,50×10^-14;1,24×10^-09;8,50×10^-12;2,73×10^-10;7,72×10^-12;1,03×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4595396228;0,5827407773;78,40855361;20,54916599
3635,667;1785410352,065;07/30/2026_13:19:12.065;1;3;2,82×10^-05;5,61×10^-06;1,10×10^-12;6,97×10^-13;1,99×10^-10;7,16×10^-12;7,53×10^-11;5,08×10^-12;1,89×10^-11;2,20×10^-14;1,24×10^-09;8,52×10^-12;2,75×10^-10;7,69×10^-12;1,27×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4658661855;0,5794930958;78,28823372;20,666407
3637,534;1785410353,932;07/30/2026_13:19:13.932;1;3;2,82×10^-05;5,60×10^-06;1,06×10^-12;6,99×10^-13;1,99×10^-10;7,08×10^-12;7,51×10^-11;5,03×10^-12;1,91×10^-11;5,00×10^-15;1,24×10^-09;8,45×10^-12;2,74×10^-10;7,73×10^-12;1,21×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4622210138;0,5837308558;78,28435573;20,6696924
3639,4;1785410355,798;07/30/2026_13:19:15.798;1;3;2,82×10^-05;5,64×10^-06;9,95×10^-13;6,21×10^-13;1,98×10^-10;7,13×10^-12;7,49×10^-11;5,05×10^-12;1,89×10^-11;1,92×10^-14;1,24×10^-09;8,38×10^-12;2,73×10^-10;7,69×10^-12;1,37×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4660494262;0,5822248237;78,34891819;20,60280756
3641,267;1785410357,665;07/30/2026_13:19:17.665;1;3;2,81×10^-05;5,62×10^-06;9,97×10^-13;6,00×10^-13;1,98×10^-10;7,13×10^-12;7,51×10^-11;5,02×10^-12;1,88×10^-11;5,00×10^-15;1,24×10^-09;8,45×10^-12;2,73×10^-10;7,66×10^-12;1,08×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4647787134;0,5780951409;78,37523778;20,58188837
3643,133;1785410359,531;07/30/2026_13:19:19.531;1;3;2,82×10^-05;5,64×10^-06;9,94×10^-13;6,25×10^-13;1,99×10^-10;7,10×10^-12;7,54×10^-11;5,08×10^-12;1,90×10^-11;5,00×10^-15;1,25×10^-09;8,47×10^-12;2,73×10^-10;7,61×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4618943549;0,5727736786;78,42815504;20,53717692
3644,999;1785410361,397;07/30/2026_13:19:21.397;1;3;2,81×10^-05;5,65×10^-06;9,91×10^-13;6,31×10^-13;1,98×10^-10;7,22×10^-12;7,52×10^-11;5,10×10^-12;1,89×10^-11;2,59×10^-14;1,24×10^-09;8,47×10^-12;2,73×10^-10;7,60×10^-12;9,32×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4713806174;0,574418109;78,38510213;20,56909915
