PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: C:\Pfeiffer Vacuum\data\006-24-2026\exsample.isi
06/24/2026 13:25:54
SensorID:  RGA PrismaPro A 200 47505932
38 Bins
250 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	12_amu_(Methane_/_CH4)	13_amu_(Methane_/_CH4)	14_amu_(Nitrogen_/_N2)	15_amu_(Methane_/_CH4)	16_amu_(Oxygen_/_O2)	17_amu_(Water_/_H2O)	18_amu_(Water_/_H2O)	22_amu_(Carbon_dioxide_/_CO2)	28_amu_(Nitrogen_/_N2)	29_amu_(Nitrogen_/_N2)	32_amu_(Oxygen_/_O2)	44_amu_(Carbon_dioxide_/_CO2)	45_amu_(Carbon_dioxide_/_CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_CO2	Sig:_MCD_N2	Sig:_MCD_O2
218.081	1782300572.961	06/24/2026_13:29:32.961	1	3	2.474391113e-05	4.255255135e-06	4.999999912e-15	4.999999912e-15	1.265899052e-10	3.896460249e-13	4.451250826e-11	1.447146439e-12	5.324814808e-12	4.999999912e-15	8.098137161e-10	5.53582527e-12	1.875553046e-10	2.930219273e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0334521226	78.43590713	21.53064075
219.947	1782300574.827	06/24/2026_13:29:34.827	1	3	2.477528506e-05	4.260149581e-06	4.792920347e-14	4.999999912e-15	1.267365657e-10	4.015538444e-13	4.44207518e-11	1.482451748e-12	5.303277349e-12	4.999999912e-15	8.164040555e-10	5.63567075e-12	1.8967862e-10	3.297050133e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03739078781	78.38795919	21.57465002
221.814	1782300576.694	06/24/2026_13:29:36.694	1	3	2.475716065e-05	4.2341062e-06	4.999999912e-15	4.999999912e-15	1.266802774e-10	4.124226188e-13	4.445156049e-11	1.52142513e-12	5.377539559e-12	4.999999912e-15	8.155034981e-10	5.513562697e-12	1.896800911e-10	2.687170961e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03039566136	78.37425712	21.59534722
223.68	1782300578.560	06/24/2026_13:29:38.560	1	3	2.466061051e-05	4.243856438e-06	4.999999912e-15	4.999999912e-15	1.259572308e-10	3.864948455e-13	4.439150783e-11	1.481076871e-12	5.273928429e-12	4.999999912e-15	8.115068617e-10	5.560598856e-12	1.883306427e-10	3.025352321e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0344762791	78.40371502	21.5618087
225.547	1782300580.427	06/24/2026_13:29:40.427	1	3	2.465739635e-05	4.248733603e-06	4.999999912e-15	2.597054855e-14	1.260092863e-10	3.926976474e-13	4.411849705e-11	1.528857119e-12	5.286726786e-12	4.999999912e-15	8.059505285e-10	5.473459359e-12	1.864893795e-10	3.256637039e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03742936467	78.45142827	21.51114236
227.413	1782300582.293	06/24/2026_13:29:42.293	1	3	2.471774678e-05	4.258517492e-06	4.999999912e-15	4.999999912e-15	1.2624575e-10	4.011705248e-13	4.410238841e-11	1.448886042e-12	5.330051071e-12	2.071160727e-14	8.102171711e-10	5.56603201e-12	1.878614625e-10	4.097648056e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.814220148e-08	0.04697827055	78.4143573	21.53866443
229.279	1782300584.159	06/24/2026_13:29:44.159	1	3	2.470723666e-05	4.198552688e-06	4.999999912e-15	4.999999912e-15	1.274538253e-10	3.823754193e-13	4.449694779e-11	1.395295663e-12	5.222046753e-12	4.999999912e-15	8.066097235e-10	5.587570771e-12	1.876860889e-10	3.127369511e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03584054382	78.36016531	21.60399414
231.146	1782300586.026	06/24/2026_13:29:46.026	1	3	2.469171341e-05	4.273229479e-06	4.999999912e-15	4.999999912e-15	1.263124189e-10	3.858113644e-13	4.433094863e-11	1.479397442e-12	5.322118614e-12	4.999999912e-15	8.094820925e-10	5.558517622e-12	1.880689215e-10	2.934684559e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0334985589	78.38781148	21.57868996
233.012	1782300587.892	06/24/2026_13:29:47.892	1	3	2.470124127e-05	4.23085794e-06	4.999999912e-15	4.999999912e-15	1.259338051e-10	4.021730865e-13	4.394705086e-11	1.488530978e-12	5.27689524e-12	4.999999912e-15	8.074353963e-10	5.491832249e-12	1.864662869e-10	3.289105099e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03775780082	78.48673798	21.47550421
234.879	1782300589.759	06/24/2026_13:29:49.759	1	3	2.469306673e-05	4.211443411e-06	4.999999912e-15	4.999999912e-15	1.2574293e-10	3.971182378e-13	4.418277202e-11	1.460672403e-12	5.227725371e-12	4.999999912e-15	8.071483482e-10	5.549999696e-12	1.869265992e-10	3.066670724e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0351565376	78.43800272	21.52684075
236.745	1782300591.625	06/24/2026_13:29:51.625	1	3	2.470090658e-05	4.216291927e-06	4.999999912e-15	4.999999912e-15	1.254394366e-10	3.93785834e-13	4.408725121e-11	1.466041806e-12	5.220056592e-12	4.999999912e-15	8.044786504e-10	5.534899362e-12	1.866549693e-10	2.978428051e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03422793347	78.40829327	21.5574788
238.611	1782300593.491	06/24/2026_13:29:53.491	1	3	2.47088883e-05	4.322650511e-06	4.999999912e-15	4.999999912e-15	1.247179859e-10	4.152890325e-13	4.412677168e-11	1.525781129e-12	5.286171674e-12	4.999999912e-15	8.073969826e-10	5.557102955e-12	1.878888573e-10	3.24973284e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03724705245	78.3567013	21.60605165
240.478	1782300595.358	06/24/2026_13:29:55.358	1	3	2.47140124e-05	4.217907644e-06	4.999999912e-15	4.999999912e-15	1.259119753e-10	3.647736681e-13	4.429551864e-11	1.458714551e-12	5.261526891e-12	4.999999912e-15	8.062302492e-10	5.58005378e-12	1.873714517e-10	3.277281604e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03762260725	78.37724609	21.58513131
242.344	1782300597.224	06/24/2026_13:29:57.224	1	3	2.476498776e-05	4.235728738e-06	4.999999912e-15	2.022723148e-14	1.256177939e-10	4.022631837e-13	4.423386657e-11	1.483364213e-12	5.193510986e-12	7.518999664e-15	8.044909738e-10	5.606029096e-12	1.867827559e-10	3.127757385e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.90869037e-09	0.03596495102	78.3937936	21.57024145
244.211	1782300599.091	06/24/2026_13:29:59.091	1	3	2.464296085e-05	4.306118171e-06	4.999999912e-15	8.392158496e-15	1.254125692e-10	4.156255418e-13	4.424646413e-11	1.556205577e-12	5.245898334e-12	4.999999912e-15	8.046987521e-10	5.510792343e-12	1.862798527e-10	3.141148908e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03613515058	78.44043064	21.52343421
246.077	1782300600.957	06/24/2026_13:30:00.957	1	3	2.470636355e-05	4.311066732e-06	5.279314109e-15	4.999999912e-15	1.248110781e-10	4.348905405e-13	4.394620431e-11	1.503820722e-12	5.235246698e-12	4.268720116e-14	7.998877116e-10	5.619222102e-12	1.864534499e-10	3.254466737e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	4.351743157e-08	0.03763100244	78.32906623	21.63330277
247.943	1782300602.823	06/24/2026_13:30:02.823	1	3	2.463941564e-05	4.248733603e-06	4.999999912e-15	4.999999912e-15	1.248228604e-10	4.028665693e-13	4.39625801e-11	1.486408761e-12	5.249527375e-12	2.044826643e-14	8.026185827e-10	5.629982591e-12	1.851010595e-10	3.273339173e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.783812166e-08	0.03780985564	78.50218104	21.46000911
249.81	1782300604.690	06/24/2026_13:30:04.690	1	3	2.464170211e-05	4.286358489e-06	1.362470199e-14	4.999999912e-15	1.241353687e-10	4.093844404e-13	4.388794189e-11	1.492118278e-12	5.245842389e-12	1.918032587e-14	7.966383664e-10	5.551835901e-12	1.864405574e-10	3.30124193e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.637403001e-08	0.03830423616	78.26109035	21.70060542
251.676	1782300606.556	06/24/2026_13:30:06.556	1	3	2.471715015e-05	4.311066732e-06	7.631990471e-15	4.999999912e-15	1.244002401e-10	4.24076979e-13	4.381593699e-11	1.475356838e-12	5.194933893e-12	4.999999912e-15	7.946530101e-10	5.514867209e-12	1.858211501e-10	2.492001831e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.02884729728	78.28312523	21.68802748
253.543	1782300608.423	06/24/2026_13:30:08.423	1	3	2.458569543e-05	4.266688848e-06	1.298451025e-14	4.999999912e-15	1.237410868e-10	4.27963898e-13	4.363328449e-11	1.467602949e-12	5.229455324e-12	4.999999912e-15	7.977771221e-10	5.616265699e-12	1.865997773e-10	3.378830961e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03917297145	78.27421596	21.68661107
255.409	1782300610.289	06/24/2026_13:30:10.289	1	3	2.465308353e-05	4.307768904e-06	4.999999912e-15	4.999999912e-15	1.246845543e-10	3.866153274e-13	4.379480806e-11	1.478273992e-12	5.213563088e-12	1.283516648e-14	7.979148453e-10	5.559277864e-12	1.85259294e-10	3.243604116e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9.047271057e-09	0.03762642823	78.39439027	21.5679833
257.275	1782300612.155	06/24/2026_13:30:12.155	1	3	2.458930248e-05	4.243856438e-06	4.999999912e-15	4.999999912e-15	1.241679676e-10	3.767998825e-13	4.38616192e-11	1.438191363e-12	5.218151865e-12	2.558870779e-14	7.991531881e-10	5.522620122e-12	1.856846898e-10	3.425899972e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.377379207e-08	0.03970962844	78.37853113	21.58175924
259.142	1782300614.022	06/24/2026_13:30:14.022	1	3	2.4520652e-05	4.232484116e-06	4.999999912e-15	4.999999912e-15	1.235938157e-10	3.980083678e-13	4.34741132e-11	1.500869958e-12	5.202637366e-12	3.160382587e-14	7.922376644e-10	5.533135582e-12	1.841642672e-10	3.1254727e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.071945215e-08	0.03648738852	78.37559438	21.58791823
261.008	1782300615.888	06/24/2026_13:30:15.888	1	3	2.462969678e-05	4.287996489e-06	4.999999912e-15	4.999999912e-15	1.234729957e-10	3.885359103e-13	4.328319647e-11	1.459943386e-12	5.133064546e-12	2.453284564e-14	7.892619891e-10	5.511619806e-12	1.839105257e-10	2.953567024e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.255458748e-08	0.03456029015	78.34044991	21.6249898
262.875	1782300617.755	06/24/2026_13:30:17.755	1	3	2.450641296e-05	4.247105608e-06	4.999999912e-15	4.999999912e-15	1.233674829e-10	4.047387967e-13	4.333687575e-11	1.455058621e-12	5.121326106e-12	3.719529025e-14	7.921084344e-10	5.479450661e-12	1.838263014e-10	3.176807233e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.717591909e-08	0.03711738363	78.40405834	21.55882428
264.741	1782300619.621	06/24/2026_13:30:19.621	1	3	2.446751205e-05	4.251995506e-06	4.999999912e-15	4.999999912e-15	1.235899161e-10	3.776591127e-13	4.347236113e-11	1.473539281e-12	5.102016032e-12	3.626487538e-14	7.952647985e-10	5.48523553e-12	1.8395932e-10	2.904497389e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.610156853e-08	0.03377538166	78.45876808	21.50745653
266.607	1782300621.487	06/24/2026_13:30:21.487	1	3	2.449542444e-05	4.206604899e-06	1.811201742e-14	1.217008638e-14	1.239267716e-10	3.986903581e-13	4.378294949e-11	1.461635175e-12	5.121669581e-12	8.279156677e-15	7.959535253e-10	5.451132167e-12	1.840453068e-10	3.020184742e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.786444082e-09	0.03511250938	78.45929473	21.50559276
268.474	1782300623.354	06/24/2026_13:30:23.354	1	3	2.446220788e-05	4.307768904e-06	4.999999912e-15	4.999999912e-15	1.234490982e-10	4.19011207e-13	4.353592833e-11	1.472732309e-12	5.123020931e-12	4.999999912e-15	7.933206869e-10	5.478394214e-12	1.840076425e-10	3.320965193e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03877212901	78.40842219	21.55280568
270.34	1782300625.220	06/24/2026_13:30:25.220	1	3	2.453830348e-05	4.247105608e-06	4.999999912e-15	4.999999912e-15	1.240118702e-10	3.949671807e-13	4.364716921e-11	1.459986862e-12	5.095573269e-12	5.133452494e-15	7.942516644e-10	5.480646319e-12	1.838791341e-10	3.374037432e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.540977682e-10	0.03936679578	78.43811104	21.52252216
272.207	1782300627.087	06/24/2026_13:30:27.087	1	3	2.445370774e-05	4.311066732e-06	2.231457816e-14	4.999999912e-15	1.235783698e-10	3.800809765e-13	4.320205305e-11	1.44429618e-12	5.03005233e-12	7.328318995e-15	7.877860586e-10	5.467585152e-12	1.841451297e-10	3.052891056e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.688511299e-09	0.03578419804	78.28980397	21.67441183
274.073	1782300628.953	06/24/2026_13:30:28.953	1	3	2.446567487e-05	4.283070211e-06	4.999999912e-15	7.249179013e-15	1.233094737e-10	3.696273702e-13	4.341797755e-11	1.403173151e-12	5.063259274e-12	4.999999912e-15	7.886478137e-10	5.464216319e-12	1.830556678e-10	3.199095177e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03753956953	78.39707538	21.56538506
275.939	1782300630.819	06/24/2026_13:30:30.819	1	3	2.446293729e-05	4.235728738e-06	4.999999912e-15	4.999999912e-15	1.239002512e-10	4.004038312e-13	4.357903968e-11	1.476466952e-12	5.081442645e-12	4.999999912e-15	7.946965863e-10	5.510656601e-12	1.849907588e-10	3.239193581e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03770877871	78.35263574	21.60965548
277.806	1782300632.686	06/24/2026_13:30:32.686	1	3	2.455420508e-05	4.324311703e-06	4.999999912e-15	4.999999912e-15	1.235708341e-10	4.111616375e-13	4.330641748e-11	1.46208295e-12	5.026676558e-12	3.654513487e-14	7.906298394e-10	5.402806241e-12	1.835005065e-10	3.088066641e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.642518431e-08	0.03612846713	78.40373479	21.56013675
279.672	1782300634.552	06/24/2026_13:30:34.552	1	3	2.443665835e-05	4.281424481e-06	4.999999912e-15	2.375525076e-14	1.23237795e-10	4.224899239e-13	4.327785699e-11	1.435123288e-12	5.038016445e-12	9.876141585e-15	7.924476075e-10	5.48324797e-12	1.839847996e-10	3.311905058e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5.630483414e-09	0.03870222092	78.3968068	21.56449098
281.539	1782300636.419	06/24/2026_13:30:36.419	1	3	2.46258187e-05	4.311066732e-06	4.999999912e-15	4.999999912e-15	1.230038987e-10	3.950612623e-13	4.327467551e-11	1.412469642e-12	5.008589463e-12	2.318475205e-14	7.873667274e-10	5.527340738e-12	1.834549734e-10	3.031803866e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.099794309e-08	0.03557736766	78.33849101	21.62593162
283.405	1782300638.285	06/24/2026_13:30:38.285	1	3	2.44789062e-05	4.307768904e-06	4.999999912e-15	2.7033375e-14	1.227935392e-10	3.893717488e-13	4.325101388e-11	1.454801449e-12	5.001090687e-12	1.670269859e-14	7.875899932e-10	5.492049957e-12	1.829362495e-10	3.271885258e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.351311246e-08	0.0384562524	78.38640853	21.57513522
285.271	1782300640.151	06/24/2026_13:30:40.151	1	3	2.446829058e-05	4.243856438e-06	8.699807639e-15	4.999999912e-15	1.227809521e-10	3.981273048e-13	4.311175375e-11	1.441282749e-12	4.994016485e-12	6.215726989e-14	7.861507001e-10	5.424615184e-12	1.824520118e-10	3.21571166e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6.599953042e-08	0.03786113815	78.40208389	21.56005498
287.138	1782300642.018	06/24/2026_13:30:42.018	1	3	2.443704398e-05	4.287996489e-06	4.999999912e-15	4.999999912e-15	1.23575733e-10	3.926210214e-13	4.335935083e-11	1.419511644e-12	5.056120887e-12	3.629225148e-14	7.897618115e-10	5.433851719e-12	1.834742774e-10	3.197606296e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.613317974e-08	0.03746273945	78.38574617	21.57679109
289.004	1782300643.884	06/24/2026_13:30:43.884	1	3	2.447552833e-05	4.253624866e-06	4.999999912e-15	4.999999912e-15	1.232640934e-10	3.8321077e-13	4.346156768e-11	1.410388299e-12	4.990020116e-12	2.05976085e-14	7.897399956e-10	5.476828192e-12	1.836400199e-10	3.507810633e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.801056703e-08	0.04114728773	78.3647882	21.59406451
290.871	1782300645.751	06/24/2026_13:30:45.751	1	3	2.453576417e-05	4.273229479e-06	4.999999912e-15	4.999999912e-15	1.225987922e-10	4.050389852e-13	4.320613312e-11	1.441217263e-12	4.959163288e-12	2.978928817e-14	7.868032337e-10	5.438878948e-12	1.825650187e-10	4.120641545e-13	7.495094701e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.86242045e-08	0.04865804248	78.39487518	21.55646678
292.737	1782300647.617	06/24/2026_13:30:47.617	1	3	2.449320709e-05	4.281424481e-06	4.999999912e-15	4.999999912e-15	1.238834868e-10	3.763468758e-13	4.327520634e-11	1.419765239e-12	4.964593407e-12	2.523128699e-14	7.908363409e-10	5.488308159e-12	1.837653224e-10	3.217703068e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.336107808e-08	0.03764939385	78.38525271	21.5770979
294.603	1782300649.483	06/24/2026_13:30:49.483	1	3	2.444934944e-05	4.286358489e-06	4.999999912e-15	4.999999912e-15	1.230686247e-10	3.714443846e-13	4.322476405e-11	1.411971343e-12	4.986489086e-12	4.999999912e-15	7.842066996e-10	5.419175525e-12	1.819893264e-10	4.176974793e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04946800509	78.39149331	21.55903868
296.47	1782300651.350	06/24/2026_13:30:51.350	1	3	2.445048267e-05	4.292928679e-06	4.999999912e-15	4.999999912e-15	1.226052176e-10	3.971555615e-13	4.331528886e-11	1.372245633e-12	4.991057047e-12	4.999999912e-15	7.890981757e-10	5.327780751e-12	1.823379364e-10	3.024311487e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03547437781	78.4711847	21.49334092
298.336	1782300653.216	06/24/2026_13:30:53.216	1	3	2.447375846e-05	4.314376838e-06	4.999999912e-15	4.999999912e-15	1.220458595e-10	3.796140377e-13	4.269364723e-11	1.400527155e-12	4.855716957e-12	4.999999912e-15	7.809525249e-10	5.426050234e-12	1.822390294e-10	3.038743031e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03594419494	78.31867197	21.64538384
300.203	1782300655.083	06/24/2026_13:30:55.083	1	3	2.449576641e-05	4.292928679e-06	4.999999912e-15	4.999999912e-15	1.226319463e-10	4.037989561e-13	4.307603926e-11	1.379872887e-12	4.887329257e-12	9.078645665e-15	7.816643999e-10	5.408702132e-12	1.822011708e-10	2.971308909e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	4.709614447e-09	0.03510390162	78.3318471	21.633049
302.069	1782300656.949	06/24/2026_13:30:56.949	1	3	2.453335583e-05	4.325964255e-06	4.18478796e-14	4.999999912e-15	1.224884777e-10	3.742217311e-13	4.284915131e-11	1.394262635e-12	4.865223242e-12	3.855432412e-14	7.829158988e-10	5.453964103e-12	1.81407056e-10	3.626246167e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.874519623e-08	0.04295987353	78.42676687	21.53027326
303.935	1782300658.815	06/24/2026_13:30:58.815	1	3	2.443680387e-05	4.261782578e-06	4.999999912e-15	4.999999912e-15	1.223087881e-10	3.86173759e-13	4.295996892e-11	1.343091545e-12	4.90643073e-12	1.252502029e-14	7.832079429e-10	5.386715379e-12	1.811328448e-10	3.015291196e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	8.689145078e-09	0.0356241096	78.46016758	21.50420831
305.802	1782300660.682	06/24/2026_13:31:00.682	1	3	2.440732169e-05	4.256881766e-06	4.999999912e-15	4.999999912e-15	1.218813939e-10	4.03170688e-13	4.262014699e-11	1.361036284e-12	4.82756413e-12	2.490222655e-14	7.809939362e-10	5.423609478e-12	1.81844248e-10	3.211625031e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.298111181e-08	0.0380396782	78.35390692	21.6080534
307.668	1782300662.548	06/24/2026_13:31:02.548	1	3	2.43706836e-05	4.238971542e-06	4.999999912e-15	4.999999912e-15	1.216723111e-10	3.545689404e-13	4.292659284e-11	1.412603324e-12	4.885538588e-12	3.741632519e-14	7.819984105e-10	5.382283595e-12	1.812601458e-10	4.411968566e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.743114825e-08	0.05245461948	78.40877418	21.5387712
309.535	1782300664.415	06/24/2026_13:31:04.415	1	3	2.439783748e-05	4.260149581e-06	4.999999912e-15	4.999999912e-15	1.222943136e-10	4.531782935e-13	4.311523708e-11	1.377925443e-12	4.800498107e-12	4.544311094e-14	7.835279647e-10	5.437610431e-12	1.806777922e-10	3.065456146e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	4.669968208e-08	0.03623243354	78.50359121	21.46017636
311.401	1782300666.281	06/24/2026_13:31:06.281	1	3	2.441078504e-05	4.327622719e-06	4.999999912e-15	4.999999912e-15	1.216988871e-10	3.48115742e-13	4.274732651e-11	1.37932363e-12	4.771374268e-12	2.643101937e-14	7.748444664e-10	5.35794499e-12	1.796764126e-10	3.142961152e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.474640971e-08	0.03753237718	78.41344813	21.54901949
313.267	1782300668.147	06/24/2026_13:31:08.147	1	3	2.430428867e-05	4.279788755e-06	4.999999912e-15	4.999999912e-15	1.219360446e-10	4.154781987e-13	4.270044041e-11	1.370568155e-12	4.807995148e-12	2.535771852e-14	7.792748113e-10	5.387197632e-12	1.81156673e-10	2.890329848e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.350706863e-08	0.03425878653	78.37997749	21.58576372
315.134	1782300670.014	06/24/2026_13:31:10.014	1	3	2.426278297e-05	4.299513876e-06	4.999999912e-15	4.999999912e-15	1.211672984e-10	3.68563551e-13	4.26503069e-11	1.376290466e-12	4.779527902e-12	1.983345773e-14	7.747436026e-10	5.293114471e-12	1.798596688e-10	3.218125636e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.712820172e-08	0.03844396072	78.39446474	21.5670913
317	1782300671.880	06/24/2026_13:31:11.880	1	3	2.436336763e-05	4.273229479e-06	4.999999912e-15	4.999999912e-15	1.215693379e-10	3.542448995e-13	4.26590846e-11	1.503156215e-12	4.726156532e-12	4.999999912e-15	7.701891902e-10	5.323638665e-12	1.794813465e-10	3.009148378e-13	7.028130519e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03609880869	78.33366457	21.63023662
318.867	1782300673.747	06/24/2026_13:31:13.747	1	3	2.427384788e-05	4.253624866e-06	4.999999912e-15	4.999999912e-15	1.211560852e-10	3.627699541e-13	4.263059003e-11	1.390301936e-12	4.732271866e-12	3.936078758e-14	7.728954698e-10	5.351607178e-12	1.792527793e-10	3.766450585e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.967642002e-08	0.04520905053	78.40442064	21.5503703
320.733	1782300675.613	06/24/2026_13:31:15.613	1	3	2.421071258e-05	4.263420578e-06	4.999999912e-15	4.999999912e-15	1.205203576e-10	3.918319391e-13	4.246336963e-11	1.385902786e-12	4.667868089e-12	3.31575113e-14	7.706633665e-10	5.350019906e-12	1.793889343e-10	3.140173397e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.251349355e-08	0.03767639926	78.35161033	21.61071327
322.599	1782300677.479	06/24/2026_13:31:17.479	1	3	2.428539483e-05	4.240600902e-06	4.999999912e-15	4.999999912e-15	1.205874428e-10	3.703835199e-13	4.257105779e-11	1.314561307e-12	4.688837426e-12	5.006511055e-15	7.718669592e-10	5.413669513e-12	1.789641213e-10	3.079414978e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7.518419479e-12	0.03690824244	78.41423861	21.54885315
324.466	1782300679.346	06/24/2026_13:31:19.346	1	3	2.42529386e-05	4.235728738e-06	4.672696895e-14	4.999999912e-15	1.207300926e-10	2.896173698e-13	4.236082318e-11	1.484754051e-12	4.732999583e-12	5.509425517e-14	7.739272556e-10	5.39511491e-12	1.800814498e-10	3.167503423e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5.784386351e-08	0.03785629616	78.36218341	21.5999603
326.332	1782300681.212	06/24/2026_13:31:21.212	1	3	2.425152343e-05	4.238971542e-06	4.999999912e-15	4.999999912e-15	1.208361605e-10	3.331045834e-13	4.262911898e-11	1.356984837e-12	4.67118488e-12	1.515570709e-13	7.755524556e-10	5.395988344e-12	1.794537574e-10	3.113321233e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.692295288e-07	0.03716216994	78.44845952	21.51437831
