PV MassSpec-24.10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXPORTED RUN DATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Run Path and Name: C:\Pfeiffer Vacuum\data\005-21-2025\1000ppm.isi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/21/2025 15:58:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SensorID:  RGA PrismaPro A 200 47505932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Bins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141 TimePoints;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time Relative (sec);Time Absolute (UTC);Time Absolute (Date_Time);Step;Ionizer_State;Pressure_(mBar);External_Pressure_(mBar);12_amu_(Methane_/_CH4);13_amu_(Methane_/_CH4);14_amu_(Nitrogen_/_N2);15_amu_(Methane_/_CH4);16_amu_(Oxygen_/_O2);17_amu_(Water_/_H2O);18_amu_(Water_/_H2O);22_amu_(Carbon_dioxide_/_CO2);28_amu_(Nitrogen_/_N2);29_amu_(Nitrogen_/_N2);32_amu_(Oxygen_/_O2);44_amu_(Carbon_dioxide_/_CO2);45_amu_(Carbon_dioxide_/_CO2);Periph:_Digital_In_0;Periph:_Digital_In_1;Periph:_Digital_In_13;Periph:_Digital_In_14;Periph:_Digital_In_15;Periph:_Digital_In_16;Periph:_Digital_In_17;Periph:_Digital_Out_2;Periph:_Digital_Out_3;Periph:_Digital_Out_4;Periph:_Digital_Out_5;Periph:_Digital_Out_6;Periph:_Digital_Out_7;Periph:_Digital_Out_8;Periph:_Digital_Out_9;Periph:_Digital_Out_10;Periph:_Digital_Out_11;;ch4;co2;n2;o2
927.431;1747836863.039;4:14:23 PM;1;3;4.018937034e-05;6.947448128e-06;3.757355755e-13;1.60013997e-13;5.093873656e-10;1.987671746e-12;1.764461632e-10;2.677123063e-12;9.543170074e-12;5.997686478e-14;3.042817998e-09;2.134118056e-11;6.968379762e-10;3.160585725e-12;7.606626917e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8.192921066e-09;0.05489775139;0.09205766145;79.19899001;20.65405458
929.297;1747836864.905;4:14:24 PM;1;3;4.027259274e-05;6.907622719e-06;4.044654965e-13;9.860341032e-14;5.116821966e-10;1.90167695e-12;1.7748783e-10;2.659082373e-12;9.634200555e-12;1.095712876e-13;3.06893333e-09;2.106778987e-11;6.983087442e-10;3.131943706e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.293598086e-09;0.0518861736;0.09055148526;79.30271568;20.55484666
931.163;1747836866.771;4:14:26 PM;1;3;4.015486047e-05;6.942141226e-06;4.34669038e-13;7.459275033e-14;5.085012411e-10;1.83879691e-12;1.766512076e-10;2.665872297e-12;9.623026334e-12;1.196988607e-13;3.058793219e-09;2.138946312e-11;6.989396839e-10;3.143074993e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.624272514e-09;0.05016236636;0.09111556497;79.23856628;20.62015579
933.03;1747836868.638;4:14:28 PM;1;3;4.012404679e-05;6.936815225e-06;4.623978609e-13;1.622029063e-13;5.083942711e-10;1.846688817e-12;1.769181746e-10;2.56208596e-12;9.503378987e-12;1.120110881e-13;3.048135078e-09;2.106926612e-11;6.962442844e-10;3.179776321e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.236700891e-08;0.05082216654;0.09252000649;79.23962574;20.61703208
934.896;1747836870.504;4:14:30 PM;1;3;3.997758904e-05;7.025112609e-06;4.532474656e-13;1.612843973e-13;5.048371166e-10;1.871134974e-12;1.750208728e-10;2.547173193e-12;9.522460077e-12;1.775012429e-14;3.044487995e-09;2.100757068e-11;6.979677947e-10;3.157559283e-12;8.771119004e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.177494606e-08;0.05155846356;0.09206022177;79.18871574;20.66766557
936.763;1747836872.371;4:14:32 PM;1;3;3.984599971e-05;6.899686468e-06;5.3716737e-13;2.038217685e-13;5.055669217e-10;1.911764583e-12;1.768852287e-10;2.588456142e-12;9.456486809e-12;4.999999912e-15;3.027601059e-09;2.085484736e-11;6.953145282e-10;3.259137535e-12;1.157362509e-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.784431692e-08;0.05318612102;0.09559332304;79.14586908;20.70535147
938.629;1747836874.237;4:14:34 PM;1;3;4.006364179e-05;6.976801615e-06;5.06545706e-13;2.982236582e-13;5.092684607e-10;1.934277825e-12;1.772651609e-10;2.634956272e-12;9.592565457e-12;4.999999912e-15;3.041754182e-09;2.164289754e-11;7.015945047e-10;3.297393608e-12;9.728518311e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.527425649e-08;0.05376982919;0.09617193186;79.08108923;20.76896901
940.495;1747836876.103;4:14:36 PM;1;3;4.013530634e-05;6.928837593e-06;4.203229832e-13;2.128133417e-13;5.105077472e-10;1.990765192e-12;1.767522656e-10;2.669619083e-12;9.634059175e-12;4.522857105e-14;3.050998565e-09;2.122526634e-11;6.98723579e-10;3.206929947e-12;3.744670657e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.433447485e-08;0.05502118304;0.09323732757;79.19831024;20.65343125
942.362;1747836877.970;4:14:37 PM;1;3;4.012217687e-05;6.878559816e-06;4.019918892e-13;1.03676643e-13;5.102840372e-10;1.804686175e-12;1.762185675e-10;2.692606554e-12;9.653220064e-12;2.706873693e-14;3.034161589e-09;2.120495099e-11;6.960587662e-10;3.171808519e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5.580110295e-09;0.04956813766;0.0926139451;79.17657757;20.68124035
944.228;1747836879.836;4:14:39 PM;1;3;3.993027713e-05;6.936815225e-06;3.820638196e-13;8.3123314e-14;5.06392428e-10;1.849318658e-12;1.759342116e-10;2.668249736e-12;9.663670038e-12;9.792239583e-14;3.038475027e-09;2.123016693e-11;6.979726241e-10;3.211423098e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.684294749e-09;0.05072185785;0.09365871314;79.15305109;20.70256834
946.095;1747836881.703;4:14:41 PM;1;3;3.984490104e-05;6.912925983e-06;3.77141867e-13;9.155880671e-14;5.079472398e-10;1.795531172e-12;1.763971608e-10;2.640611688e-12;9.628657247e-12;5.425049177e-14;3.042003982e-09;2.121321521e-11;6.95768998e-10;3.305606006e-12;1.270475814e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.799605197e-09;0.04915459355;0.0964434165;79.21860169;20.6358003
947.961;1747836883.569;4:14:43 PM;1;3;4.002509741e-05;6.923537512e-06;4.772895404e-13;1.808102686e-13;5.108264367e-10;1.814140309e-12;1.772533509e-10;2.589781688e-12;9.644030366e-12;5.904445769e-14;3.044138941e-09;2.10062228e-11;6.958891241e-10;3.336003999e-12;4.32377929e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.481876782e-08;0.04998683368;0.09732531437;79.22381016;20.62887769
949.827;1747836885.435;4:14:45 PM;1;3;3.981374175e-05;6.868032415e-06;4.981444944e-13;1.280641581e-13;5.096963962e-10;1.813601352e-12;1.772659103e-10;2.577024098e-12;9.594857894e-12;4.999999912e-15;3.051311426e-09;2.104433815e-11;7.001094704e-10;3.306846333e-12;4.727060486e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.067063176e-08;0.04970281311;0.09618003401;79.16778441;20.68633275
951.694;1747836887.302;4:14:47 PM;1;3;4.00388999e-05;6.990188922e-06;4.751971928e-13;2.102356646e-13;5.088401922e-10;1.877815828e-12;1.758959783e-10;2.615786277e-12;9.562899084e-12;4.999999912e-15;3.036994434e-09;2.120903973e-11;6.999679725e-10;3.240776354e-12;9.367502027e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.683728488e-08;0.05195974129;0.09465158796;79.10141411;20.75197456
953.56;1747836889.168;4:14:49 PM;1;3;3.99910241e-05;6.934149951e-06;4.305720277e-13;2.011027114e-13;5.082675392e-10;1.884075361e-12;1.76591089e-10;2.658051513e-12;9.674259657e-12;4.999999912e-15;3.037208929e-09;2.094800548e-11;6.990068524e-10;3.272866136e-12;3.474854749e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.457675524e-08;0.05208684809;0.09552875559;79.1190508;20.7333336
955.427;1747836891.035;4:14:51 PM;1;3;3.998968532e-05;6.883841252e-06;3.819607933e-13;1.130445428e-13;5.084441757e-10;1.880036491e-12;1.762926471e-10;2.712886556e-12;9.741478457e-12;3.942752022e-14;3.043449048e-09;2.109403797e-11;6.982694978e-10;3.232076716e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5.115361978e-09;0.05162045639;0.09413636959;79.17141441;20.68282876
957.293;1747836892.901;4:14:52 PM;1;3;3.996226224e-05;6.891759313e-06;3.832964219e-13;9.522024553e-14;5.082276266e-10;1.831538827e-12;1.764903362e-10;2.693198312e-12;9.614515781e-12;1.351410981e-13;3.042288199e-09;2.125964682e-11;7.006268343e-10;3.217960187e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.987009156e-09;0.05014613884;0.09368302571;79.11329365;20.74287718
959.159;1747836894.767;4:14:54 PM;1;3;4.001376874e-05;6.926183232e-06;3.83909728e-13;2.141205778e-14;5.078204524e-10;1.796317327e-12;1.766739255e-10;2.653982719e-12;9.738697695e-12;7.968043001e-14;3.038492125e-09;2.094161997e-11;6.977737277e-10;3.23611255e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.375670844e-09;0.04901281229;0.09439076049;79.15575998;20.70083644
961.026;1747836896.634;4:14:56 PM;1;3;4.010559132e-05;6.987510915e-06;4.501247194e-13;1.223547224e-13;5.098361178e-10;1.756027398e-12;1.767554991e-10;2.602681091e-12;9.702628458e-12;1.135851734e-13;3.047045061e-09;2.128188251e-11;7.010650394e-10;3.330694878e-12;2.282734142e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9.210175709e-09;0.04801526541;0.09693055209;79.12771213;20.72734206
962.892;1747836898.500;4:14:58 PM;1;3;4.021035056e-05;6.807738828e-06;5.006614697e-13;1.626962183e-13;5.078427123e-10;1.806401057e-12;1.772355734e-10;2.612858931e-12;9.76231769e-12;4.994289216e-14;3.053658881e-09;2.102640458e-11;7.006716873e-10;3.35727713e-12;5.201380979e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.396287249e-08;0.04955439944;0.09761882785;79.16517044;20.68765634
964.759;1747836900.367;4:15:00 PM;1;3;4.012481077e-05;7.060195003e-06;5.26181041e-13;2.157111431e-13;5.089240696e-10;1.75643972e-12;1.759209722e-10;2.579142412e-12;9.706369389e-12;9.009963999e-15;3.038092444e-09;2.106733191e-11;6.967157407e-10;3.372083428e-12;1.228664523e-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.003078856e-08;0.04851691483;0.09867639728;79.17901518;20.67379151
966.625;1747836902.233;4:15:02 PM;1;3;3.995348379e-05;6.926183232e-06;4.921632763e-13;2.08320557e-13;5.090840527e-10;1.85495239e-12;1.76500356e-10;2.691853034e-12;9.719250578e-12;4.999999912e-15;3.056635833e-09;2.100744925e-11;7.026121907e-10;3.346433157e-12;7.854589375e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.739740126e-08;0.05100849894;0.0972131764;79.14179872;20.70997961
968.491;1747836904.099;4:15:04 PM;1;3;4.011162309e-05;6.934149951e-06;3.786721913e-13;1.722617681e-13;5.104467404e-10;1.773823384e-12;1.762018864e-10;2.744050863e-12;9.833755338e-12;4.999999912e-15;3.053392872e-09;2.096094999e-11;7.00396463e-10;3.240273718e-12;1.650110306e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.138401327e-08;0.04853309199;0.09410151169;79.1809834;20.676382
970.358;1747836905.966;4:15:05 PM;1;3;3.998304601e-05;6.926183232e-06;3.9833146e-13;8.729999959e-14;5.092697375e-10;1.818154459e-12;1.763604124e-10;2.624409587e-12;9.798591626e-12;8.699333978e-14;3.037387897e-09;2.064493715e-11;7.001451086e-10;3.269200449e-12;3.582582093e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.853803259e-09;0.0498157446;0.09538614511;79.09865207;20.75614604
972.224;1747836907.832;4:15:07 PM;1;3;4.005676237e-05;6.947448128e-06;4.40582114e-13;7.214649207e-14;5.125224689e-10;1.764963609e-12;1.772013924e-10;2.689125398e-12;9.89126489e-12;1.252495151e-13;3.057542663e-09;2.131493593e-11;7.021836446e-10;3.318352754e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.269950852e-09;0.04798335561;0.09623548187;79.15853393;20.69724723
974.091;1747836909.699;4:15:09 PM;1;3;4.012612044e-05;6.934149951e-06;4.454118552e-13;9.767746779e-14;5.108398704e-10;1.742632839e-12;1.77472953e-10;2.671628977e-12;9.887575134e-12;9.186695729e-14;3.048531871e-09;2.11378224e-11;7.003400637e-10;3.40116043e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6.94667665e-09;0.04754328801;0.09896865955;79.14752494;20.70596311
975.957;1747836911.565;4:15:11 PM;1;3;4.011011333e-05;6.904983366e-06;4.891106509e-13;1.142114289e-13;5.123184099e-10;1.718230159e-12;1.773380609e-10;2.562582091e-12;9.80529373e-12;8.289681062e-14;3.066755072e-09;2.118135181e-11;7.014095971e-10;3.360560745e-12;2.944331926e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.002006812e-08;0.04668775487;0.09732124777;79.22295812;20.63303288
977.823;1747836913.431;4:15:13 PM;1;3;4.017505125e-05;6.97948326e-06;5.354309661e-13;1.678754927e-13;5.092242183e-10;1.761237315e-12;1.772223479e-10;2.597659718e-12;9.780446418e-12;4.999999912e-15;3.041693786e-09;2.115388593e-11;6.987537216e-10;3.489227353e-12;5.215917081e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.592254792e-08;0.04845881624;0.101889876;79.14368938;20.70596193
979.69;1747836915.298;4:15:15 PM;1;3;4.012645149e-05;6.883841252e-06;5.41266359e-13;2.143008129e-13;5.098059197e-10;1.757430789e-12;1.770188857e-10;2.674085129e-12;9.795798721e-12;4.999999912e-15;3.045688812e-09;2.095990048e-11;6.976091371e-10;3.378395654e-12;3.827308547e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.035724987e-08;0.04844482185;0.09849972382;79.19432388;20.65873158
981.556;1747836917.164;4:15:17 PM;1;3;4.024634836e-05;6.960779501e-06;4.642323852e-13;1.818153375e-13;5.08508069e-10;1.846460268e-12;1.7652238e-10;2.717252204e-12;9.883484656e-12;9.969264387e-15;3.043494123e-09;2.150677726e-11;6.984461898e-10;3.405714946e-12;8.427527204e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.420824064e-08;0.0508954621;0.09942587483;79.16298146;20.6866972
983.423;1747836919.031;4:15:19 PM;1;3;4.012521822e-05;6.912925983e-06;4.267990854e-13;1.680303303e-13;5.085932786e-10;1.777608984e-12;1.760856322e-10;2.76600097e-12;9.907209601e-12;9.179676198e-14;3.049984709e-09;2.101742391e-11;6.995256041e-10;3.351583767e-12;2.056527894e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.244408615e-08;0.04873108959;0.09752521408;79.17859116;20.67515254
985.289;1747836920.897;4:15:20 PM;1;3;4.017697211e-05;6.886486972e-06;4.447612526e-13;1.098943866e-13;5.102335221e-10;1.795511331e-12;1.768018371e-10;2.761505217e-12;1.002242907e-11;6.063051672e-14;3.047410102e-09;2.103517881e-11;6.973501221e-10;3.350764111e-12;5.846849053e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.545688298e-09;0.04916820205;0.09758812919;79.21072068;20.64252299
987.155;1747836922.763;4:15:22 PM;1;3;4.000981789e-05;7.006286069e-06;4.326265366e-13;7.665221268e-14;5.100357359e-10;1.712101164e-12;1.766403412e-10;2.790768918e-12;9.972121219e-12;8.851616272e-14;3.052684105e-09;2.104740167e-11;7.002518565e-10;3.265318788e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.926179828e-09;0.04654836928;0.09484708634;79.17886593;20.67973862
989.022;1747836924.630;4:15:24 PM;1;3;4.023074507e-05;6.95278186e-06;4.164549022e-13;8.012248634e-14;5.091107536e-10;1.694420212e-12;1.764542401e-10;2.713911561e-12;9.959985094e-12;1.096131107e-13;3.042504026e-09;2.111082142e-11;6.983899015e-10;3.346627879e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.908672495e-09;0.04617461619;0.09756625367;79.1651156;20.69114353
990.888;1747836926.496;4:15:26 PM;1;3;3.997472231e-05;7.041282515e-06;4.937742381e-13;1.157407368e-13;5.058878871e-10;1.695609582e-12;1.76174908e-10;2.68815482e-12;9.93364245e-12;7.180945427e-14;3.040510732e-09;2.109501809e-11;6.982188161e-10;3.431107828e-12;7.208026764e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.051271614e-08;0.04640543618;0.1002610176;79.15480149;20.69853205
992.755;1747836928.363;4:15:28 PM;1;3;3.999065666e-05;6.9714647e-06;5.313957282e-13;2.090697678e-13;5.096815192e-10;1.760236488e-12;1.768346025e-10;2.651008536e-12;9.968476565e-12;1.042526203e-14;3.047079922e-09;2.13507545e-11;6.975481304e-10;3.587153361e-12;9.020324906e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.955217406e-08;0.04848500657;0.1047593074;79.19880912;20.64794657
994.621;1747836930.229;4:15:30 PM;1;3;3.989842298e-05;6.990188922e-06;5.017139048e-13;1.834621187e-13;5.131435277e-10;1.736922889e-12;1.777436115e-10;2.741929513e-12;9.976554305e-12;4.999999912e-15;3.054440478e-09;2.134802925e-11;6.995957147e-10;3.412352432e-12;7.12504193e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.652851038e-08;0.0475898893;0.09927085506;79.19524718;20.65789208
996.487;1747836932.095;4:15:32 PM;1;3;4.002780406e-05;6.95545441e-06;4.605599214e-13;1.559523046e-13;5.102893108e-10;1.759278053e-12;1.760003671e-10;2.749478163e-12;1.005213447e-11;2.174908203e-14;3.044365648e-09;2.140168598e-11;6.95689506e-10;3.458120942e-12;2.448906082e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.255473624e-08;0.04831344219;0.1009407392;79.23388067;20.61686515
998.354;1747836933.962;4:15:33 PM;1;3;3.997983004e-05;7.073742381e-06;4.050758481e-13;9.671667492e-14;5.104764389e-10;1.724069346e-12;1.772436226e-10;2.732078886e-12;1.011875566e-11;6.121244868e-14;3.059542175e-09;2.12814228e-11;7.005075409e-10;3.359099891e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5.791561683e-09;0.04683531248;0.09744737455;79.20403198;20.65168534
1000.22;1747836935.828;4:15:35 PM;1;3;3.988958269e-05;6.942141226e-06;3.914327087e-13;3.35149592e-14;5.091969624e-10;1.693986314e-12;1.763413721e-10;2.807373908e-12;1.011673557e-11;8.197834908e-14;3.058206355e-09;2.137560962e-11;7.005092617e-10;3.432558925e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9.31653943e-11;0.04580459068;0.09966800259;79.19960768;20.65491973
1002.087;1747836937.695;4:15:37 PM;1;3;3.985289732e-05;6.868032415e-06;3.694830086e-13;7.654019427e-14;5.120125435e-10;1.636480448e-12;1.770842362e-10;2.753145585e-12;1.016646663e-11;9.168973089e-14;3.040618202e-09;2.143597105e-11;7.026155768e-10;3.44107143e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.67718756e-09;0.04439844306;0.100291437;79.05990058;20.79540954
1003.953;1747836939.561;4:15:39 PM;1;3;3.98676857e-05;7.003594419e-06;4.450375344e-13;9.19864296e-14;5.135645242e-10;1.620592224e-12;1.771176539e-10;2.750108734e-12;1.01929333e-11;4.754939389e-14;3.056275899e-09;2.126329668e-11;7.017153525e-10;3.515880946e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.552123115e-09;0.04387940032;0.1021299604;79.16216234;20.69182829
1005.819;1747836941.427;4:15:41 PM;1;3;3.984442083e-05;6.854878848e-06;5.397649558e-13;1.746427709e-13;5.109079271e-10;1.648648123e-12;1.766468638e-10;2.655960738e-12;1.012498679e-11;4.999999912e-15;3.053889142e-09;2.095059022e-11;6.988623569e-10;3.501646889e-12;7.354236848e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.771734518e-08;0.04506523143;0.1019763539;79.21218753;20.64077088
1007.686;1747836943.294;4:15:43 PM;1;3;3.980258771e-05;6.862755981e-06;4.925296282e-13;1.854529036e-13;5.092685718e-10;1.676447609e-12;1.762249235e-10;2.665648084e-12;1.007734955e-11;4.999999912e-15;3.049437147e-09;2.101831383e-11;6.970322652e-10;3.490461392e-12;1.151652558e-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.698911319e-08;0.04593679474;0.1018884207;79.22967498;20.6224998
1009.552;1747836945.160;4:15:45 PM;1;3;3.99853925e-05;6.966115961e-06;4.716681689e-13;1.864236304e-13;5.086372989e-10;1.774918862e-12;1.776412351e-10;2.738415831e-12;1.018626589e-11;4.999999912e-15;3.059054565e-09;2.139753999e-11;7.010815262e-10;3.440909667e-12;1.497978106e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.552067291e-08;0.04860350486;0.09988550071;79.18186085;20.66965015
1011.419;1747836947.027;4:15:47 PM;1;3;3.988766548e-05;6.97948326e-06;3.974035185e-13;1.373961979e-13;5.105569856e-10;1.72920879e-12;1.769200203e-10;2.799182761e-12;1.031968087e-11;6.104718239e-14;3.054660302e-09;2.141283678e-11;6.975125477e-10;3.316529126e-12;1.738274069e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9.205492046e-09;0.04718397096;0.09640783146;79.24717894;20.60922926
1013.285;1747836948.893;4:15:48 PM;1;3;3.996880332e-05;6.97948326e-06;4.10988382e-13;3.982478545e-14;5.056255414e-10;1.762435467e-12;1.761192858e-10;2.848442836e-12;1.033185603e-11;8.731643203e-14;3.051584763e-09;2.140496287e-11;7.00567937e-10;3.365960288e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.455322152e-10;0.04790768581;0.09787091692;79.16154038;20.69268101
1015.151;1747836950.759;4:15:50 PM;1;3;3.992946949e-05;6.99822931e-06;3.994141443e-13;6.87449094e-14;5.109733747e-10;1.662831223e-12;1.765906726e-10;2.770642873e-12;1.019375643e-11;6.679743835e-14;3.057128994e-09;2.117014897e-11;6.997982194e-10;3.35485589e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.644087695e-09;0.04502187177;0.09740417586;79.21237485;20.6451991
1017.018;1747836952.626;4:15:52 PM;1;3;3.989601828e-05;6.907622719e-06;4.636777073e-13;1.190058929e-13;5.091381761e-10;1.638647009e-12;1.766397584e-10;2.784045997e-12;1.016281937e-11;1.100571457e-13;3.049440034e-09;2.13901015e-11;7.016021653e-10;3.502764918e-12;2.518550147e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.041346576e-08;0.04457826906;0.1019747155;79.12710392;20.72634309
1018.884;1747836954.492;4:15:54 PM;1;3;4.01099278e-05;6.92087724e-06;4.844397453e-13;1.59883581e-13;5.111653323e-10;1.61038793e-12;1.768187957e-10;2.729780811e-12;1.009019691e-11;4.687136435e-14;3.05515635e-09;2.128030911e-11;7.027179394e-10;3.584782211e-12;3.856779195e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.503015874e-08;0.04380413194;0.1042383146;79.13200612;20.71995144
1020.751;1747836956.359;4:15:56 PM;1;3;4.010339035e-05;6.958112408e-06;5.375915099e-13;2.08730277e-13;5.103873435e-10;1.67874113e-12;1.763209301e-10;2.736460798e-12;1.010578253e-11;4.999999912e-15;3.06108916e-09;2.121832224e-11;7.002774471e-10;3.493176885e-12;9.522423675e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.046925425e-08;0.04592639988;0.1015391535;79.21930282;20.63323163
1022.617;1747836958.225;4:15:58 PM;1;3;4.017351239e-05;7.041282515e-06;5.404160734e-13;1.696108802e-13;5.101369327e-10;1.683429546e-12;1.761551044e-10;2.78011815e-12;1.024309717e-11;4.999999912e-15;3.060158349e-09;2.114634509e-11;7.021249693e-10;3.494663326e-12;8.458390374e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.695672657e-08;0.04594879102;0.1015393478;79.17421813;20.67829373
1024.483;1747836960.091;4:16:00 PM;1;3;4.002052083e-05;7.006286069e-06;4.849523561e-13;1.839689019e-13;5.108901635e-10;1.71361406e-12;1.76521131e-10;2.808084277e-12;1.012104463e-11;1.48827077e-14;3.054757114e-09;2.105083295e-11;6.981442646e-10;3.510168285e-12;4.67548736e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.627579897e-08;0.0469229635;0.1021822602;79.23162863;20.61926614
1026.35;1747836961.958;4:16:01 PM;1;3;4.000491754e-05;6.95278186e-06;4.695509389e-13;9.417384814e-14;5.104853207e-10;1.691880468e-12;1.768643149e-10;2.795423181e-12;1.017482019e-11;4.161641599e-14;3.056036091e-09;2.086971568e-11;7.000646174e-10;3.394419077e-12;8.808351523e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.842170394e-09;0.04600230381;0.0986019838;79.19722762;20.65816809
1028.216;1747836963.824;4:16:03 PM;1;3;3.997300882e-05;7.014345556e-06;4.122016042e-13;8.374260351e-14;5.128705793e-10;1.669573334e-12;1.779430631e-10;2.809030352e-12;1.029668018e-11;7.099453404e-14;3.059859033e-09;2.102915758e-11;7.026797477e-10;3.414485925e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5.337868789e-09;0.04519264132;0.09900678756;79.15619835;20.69960223
1030.083;1747836965.691;4:16:05 PM;1;3;4.009455733e-05;6.894400485e-06;3.675306045e-13;5.55313716e-14;5.095613376e-10;1.586837324e-12;1.764404456e-10;2.778739912e-12;1.027146077e-11;1.166034229e-13;3.066020327e-09;2.115731548e-11;7.025963145e-10;3.394948385e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.168913813e-09;0.04263130932;0.09830377264;79.19762055;20.66144437
